Run accession,Label,Year,Group,Ceftazidim,Ciprofloxacin,Gentamicin
ERR4034838,other,2012,12,27.0,28.0,24.0
ERR4034863,other,2012,59,28.0,34.0,19.0
ERR4034896,other,2012,3247,27.0,33.0,19.0
ERR4034928,other,2012,95,27.0,35.0,19.0
ERR4034708,other,2012,69,29.0,39.0,23.0
ERR4034709,other,2012,59,28.0,33.0,19.0
ERR4034999,other,2012,141,30.0,38.0,24.0
ERR4035027,other,2012,420,28.0,38.0,21.0
ERR4035045,other,2012,95,27.0,31.0,20.0
ERR4035060,other,2012,141,28.0,40.0,20.0
ERR4034737,other,2012,1057,27.0,33.0,20.0
ERR4034740,other,2012,13,26.0,37.0,25.0
ERR4034741,other,2012,69,25.0,33.0,20.0
ERR4034770,other,2012,676,28.0,33.0,21.0
ERR4034773,other,2012,69,27.0,36.0,24.0
ERR4034774,other,2012,144,28.0,33.0,19.0
ERR4035186,other,2012,95,26.0,33.0,22.0
ERR4035219,other,2012,12,30.0,35.0,22.0
ERR4035251,other,2012,10246,24.0,32.0,23.0
ERR4035279,other,2012,12,26.0,35.0,21.0
ERR4035096,other,2012,73,25.0,31.0,20.0
ERR4035377,other,2012,399,36.0,34.0,26.0
ERR4035402,other,2012,127,32.0,38.0,27.0
ERR4035070,other,2012,95,26.0,37.0,22.0
ERR4035129,other,2012,1434,24.0,32.0,19.0
ERR4035546,other,2012,421,28.0,40.0,25.0
ERR4035571,other,2012,362,30.0,33.0,24.0
ERR4035575,other,2012,372,30.0,40.0,27.0
ERR4035579,other,2012,549,24.0,32.0,23.0
ERR4035603,other,2012,69,28.0,33.0,25.0
ERR4035607,other,2012,73,27.0,30.0,23.0
ERR4035611,other,2012,457,26.0,35.0,23.0
ERR4035635,other,2012,393,28.0,8.0,25.0
ERR4035639,other,2012,73,27.0,33.0,7.0
ERR4035643,other,2012,38,27.0,30.0,24.0
ERR4035668,other,2012,131-A,28.0,36.0,25.0
ERR4035672,other,2012,409,28.0,32.0,24.0
ERR4035676,other,2012,131-B,28.0,37.0,25.0
ERR4035700,other,2012,405,30.0,34.0,20.0
ERR4035704,other,2012,69,29.0,27.0,25.0
ERR4035708,other,2012,393,24.0,6.0,28.0
ERR4035732,other,2012,80,27.0,35.0,25.0
ERR4035736,other,2012,58,27.0,34.0,24.0
ERR4035448,other,2012,131-A,25.0,6.0,10.0
ERR4035761,other,2012,131-A,29.0,25.0,8.0
ERR4035477,other,2012,457,27.0,32.0,23.0
ERR4035765,other,2012,624,27.0,9.0,23.0
ERR4035769,other,2012,1193,30.0,9.0,6.0
ERR4035793,other,2012,127,27.0,35.0,24.0
ERR4035797,other,2012,10,26.0,30.0,23.0
ERR4035481,other,2012,127,25.0,36.0,23.0
ERR4035485,other,2012,73,30.0,34.0,25.0
ERR4035509,other,2012,5702,27.0,32.0,25.0
ERR4035513,other,2012,10248,30.0,37.0,24.0
ERR4035452,other,2012,73,30.0,34.0,24.0
ERR4035517,other,2012,393,26.0,10.0,23.0
ERR4035541,other,2012,95,29.0,35.0,25.0
ERR4035542,other,2012,73,27.0,34.0,25.0
ERR4035944,other,2012,1081,24.0,32.0,22.0
ERR4035948,other,2012,69,28.0,33.0,23.0
ERR4035951,other,2012,3723,26.0,38.0,23.0
ERR4035955,131-C,2012,131-C1,26.0,6.0,6.0
ERR4035957,other,2012,421,27.0,38.0,23.0
ERR4035961,other,2012,91,22.0,34.0,21.0
ERR4035976,other,2012,372,27.0,35.0,23.0
ERR4035980,other,2012,69,30.0,35.0,24.0
ERR4035983,other,2012,131-A,27.0,24.0,8.0
ERR4035987,other,2012,69,26.0,40.0,23.0
ERR4035989,other,2012,405,27.0,29.0,21.0
ERR4035993,other,2012,14,25.0,34.0,23.0
ERR4035846,other,2012,69,26.0,30.0,20.0
ERR4036008,other,2012,73,26.0,36.0,23.0
ERR4036012,other,2012,12,30.0,39.0,24.0
ERR4036015,other,2012,95,30.0,38.0,25.0
ERR4036019,other,2012,88,28.0,15.0,26.0
ERR4036021,other,2012,95,28.0,38.0,23.0
ERR4036025,other,2012,131-A,27.0,28.0,23.0
ERR4035831,other,2012,131-C0,27.0,32.0,22.0
ERR4036034,other,2012,59,29.0,37.0,23.0
ERR4036041,other,2012,69,29.0,38.0,24.0
ERR4036045,other,2012,1057,32.0,32.0,24.0
ERR4035851,other,2012,537,30.0,37.0,24.0
ERR4036052,other,2012,95,27.0,38.0,24.0
ERR4036075,other,2012,14,28.0,36.0,23.0
ERR4035854,other,2012,58,27.0,38.0,23.0
ERR4036084,131-C,2012,131-C1,27.0,6.0,20.0
ERR4036088,other,2012,131-A,26.0,34.0,22.0
ERR4036107,other,2012,69,28.0,35.0,24.0
ERR4036111,other,2012,69,27.0,37.0,23.0
ERR4036116,other,2012,127,29.0,40.0,23.0
ERR4035858,other,2012,88,29.0,38.0,25.0
ERR4036120,other,2012,73,27.0,37.0,23.0
ERR4036135,other,2012,393,28.0,6.0,23.0
ERR4035860,other,2012,73,26.0,37.0,21.0
ERR4036139,other,2012,69,27.0,36.0,23.0
ERR4036143,other,2012,69,27.0,34.0,23.0
ERR4036144,other,2012,95,28.0,37.0,23.0
ERR4036149,other,2012,95,27.0,37.0,25.0
ERR4036153,other,2012,1441,27.0,37.0,23.0
ERR4035862,other,2012,73,27.0,37.0,22.0
ERR4036172,other,2012,38,20.0,34.0,23.0
ERR4036176,other,2012,131-C0,27.0,14.0,23.0
ERR4036177,other,2012,2619,28.0,38.0,23.0
ERR4035864,other,2012,80,27.0,32.0,22.0
ERR4036181,other,2012,12,29.0,36.0,24.0
ERR4036185,other,2012,88,29.0,37.0,25.0
ERR4036200,other,2012,10233,25.0,25.0,24.0
ERR4036204,131-C,2012,131-C1,27.0,6.0,6.0
ERR4036208,other,2012,108,27.0,34.0,23.0
ERR4036209,other,2012,95,30.0,38.0,24.0
ERR4036213,other,2012,95,28.0,40.0,23.0
ERR4035868,other,2012,73,28.0,36.0,23.0
ERR4035833,other,2012,1441,27.0,35.0,22.0
ERR4035879,other,2012,10,25.0,31.0,20.0
ERR4035883,other,2012,73,30.0,39.0,24.0
ERR4035886,other,2012,95,28.0,38.0,23.0
ERR4035835,other,2012,95,26.0,35.0,22.0
ERR4035890,other,2012,135,27.0,40.0,23.0
ERR4035892,other,2012,399,23.0,28.0,22.0
ERR4035894,other,2012,73,27.0,38.0,23.0
ERR4035896,other,2012,10403,26.0,34.0,21.0
ERR4035900,131-C,2012,131-C2,24.0,6.0,22.0
ERR4035911,other,2012,1057,30.0,29.0,23.0
ERR4035915,other,2012,73,29.0,35.0,23.0
ERR4035918,other,2012,127,30.0,40.0,23.0
ERR4035922,other,2012,95,29.0,37.0,23.0
ERR4035924,other,2012,1193,27.0,6.0,24.0
ERR4035928,other,2012,144,29.0,32.0,23.0
ERR4036328,other,2012,69,28.0,36.0,24.0
ERR4036332,other,2012,10298,27.0,35.0,24.0
ERR4036360,other,2012,357,27.0,35.0,25.0
ERR4036364,other,2012,73,29.0,38.0,24.0
ERR4036230,other,2012,95,28.0,37.0,26.0
ERR4036392,other,2012,69,26.0,30.0,25.0
ERR4036396,other,2012,372,29.0,39.0,26.0
ERR4036425,other,2012,95,26.0,36.0,23.0
ERR4036429,other,2012,393,28.0,6.0,23.0
ERR4036235,other,2012,59,27.0,39.0,23.0
ERR4036461,other,2012,12,25.0,33.0,25.0
ERR4036465,other,2012,136,25.0,32.0,24.0
ERR4036493,other,2012,978,28.0,39.0,22.0
ERR4036497,other,2012,62,28.0,37.0,22.0
ERR4036503,other,2012,10284,23.0,30.0,19.0
ERR4036525,other,2012,141,27.0,39.0,21.0
ERR4036529,other,2012,131-C0,30.0,45.0,24.0
ERR4036554,other,2012,131-A,26.0,24.0,23.0
ERR4036558,other,2012,155,27.0,28.0,22.0
ERR4036577,other,2012,73,30.0,32.0,20.0
ERR4036586,other,2012,69,28.0,37.0,23.0
ERR4036590,other,2012,127,26.0,37.0,22.0
ERR4036263,other,2012,127,29.0,39.0,26.0
ERR4036267,other,2012,127,26.0,39.0,24.0
ERR4036295,other,2012,73,26.0,37.0,23.0
ERR4036299,other,2012,144,28.0,36.0,25.0
ERR4036627,other,2012,69,26.0,23.0,25.0
ERR4036632,other,2012,12,28.0,42.0,20.0
ERR4036633,other,2012,73,26.0,31.0,19.0
ERR4036635,other,2012,73,23.0,34.0,23.0
ERR4036640,other,2012,354,30.0,15.0,12.0
ERR4036641,other,2012,83,27.0,28.0,19.0
ERR4036647,other,2012,101,27.0,35.0,21.0
ERR4036648,other,2012,550,29.0,32.0,18.0
ERR4036652,other,2012,95,26.0,32.0,20.0
ERR4036769,other,2012,117,23.0,25.0,18.0
ERR4036774,other,2012,501,26.0,29.0,18.0
ERR4036801,other,2012,80,25.0,29.0,19.0
ERR4036805,other,2012,73,28.0,34.0,21.0
ERR4036833,other,2012,10,26.0,30.0,19.0
ERR4036835,131-C,2012,131-C2,28.0,6.0,20.0
ERR4036864,other,2012,135,24.0,30.0,18.0
ERR4036870,other,2012,131-A,15.0,24.0,20.0
ERR4036902,other,2012,393,26.0,6.0,20.0
ERR4036903,131-C,2012,131-C1,16.0,6.0,19.0
ERR4036909,other,2012,95,28.0,34.0,22.0
ERR4036910,other,2012,357,25.0,34.0,19.0
ERR4036928,other,2012,73,24.0,30.0,18.0
ERR4036679,other,2012,73,27.0,32.0,21.0
ERR4036938,other,2012,95,26.0,33.0,20.0
ERR4036939,other,2012,127,26.0,30.0,19.0
ERR4036942,other,2012,2619,28.0,35.0,22.0
ERR4036960,other,2012,73,24.0,32.0,18.0
ERR4036963,other,2012,126,26.0,33.0,19.0
ERR4036970,other,2012,491,28.0,32.0,19.0
ERR4036684,other,2012,95,26.0,32.0,19.0
ERR4036992,other,2012,491,25.0,36.0,19.0
ERR4036998,other,2012,2015,26.0,37.0,19.0
ERR4036999,other,2012,73,26.0,31.0,19.0
ERR4037026,other,2012,95,26.0,34.0,19.0
ERR4037030,other,2012,355,25.0,29.0,28.0
ERR4036706,other,2012,405,8.0,6.0,6.0
ERR4036709,other,2012,73,27.0,32.0,20.0
ERR4036710,other,2012,131-B,26.0,32.0,19.0
ERR4036736,other,2012,91,25.0,30.0,18.0
ERR4036740,other,2012,69,28.0,32.0,20.0
ERR4036742,other,2012,73,27.0,31.0,20.0
ERR4037153,other,2012,8346,11.0,6.0,23.0
ERR4037160,other,2012,73,28.0,33.0,20.0
ERR4037184,other,2012,73,20.0,30.0,21.0
ERR4037194,other,2012,95,26.0,33.0,20.0
ERR4037216,other,2012,14,26.0,28.0,23.0
ERR4037223,other,2012,95,28.0,34.0,20.0
ERR4037249,other,2012,716,23.0,23.0,6.0
ERR4037256,other,2012,550,28.0,33.0,20.0
ERR4037284,other,2012,131-A,12.0,23.0,6.0
ERR4037287,other,2012,58,18.0,33.0,23.0
ERR4037294,other,2012,95,27.0,40.0,24.0
ERR4037295,other,2012,135,25.0,27.0,22.0
ERR4037317,other,2012,131-A,25.0,21.0,21.0
ERR4037321,other,2012,761,29.0,25.0,25.0
ERR4037323,other,2012,73,29.0,34.0,24.0
ERR4037330,other,2012,135,34.0,40.0,27.0
ERR4037348,other,2012,706,25.0,28.0,22.0
ERR4037351,other,2012,219,27.0,26.0,9.0
ERR4037358,131-C,2012,131-C2,13.0,6.0,6.0
ERR4037359,other,2012,95,26.0,33.0,23.0
ERR4037063,other,2012,421,24.0,34.0,18.0
ERR4037381,other,2012,69,25.0,30.0,22.0
ERR4037384,other,2012,362,27.0,32.0,22.0
ERR4037386,131-C,2012,131-C2,22.0,6.0,22.0
ERR4037387,other,2012,73,26.0,37.0,24.0
ERR4037411,other,2012,73,23.0,29.0,21.0
ERR4037414,other,2012,28,27.0,32.0,23.0
ERR4037096,other,2012,372,28.0,35.0,11.0
ERR4037127,other,2012,95,26.0,37.0,22.0
ERR4037431,other,2012,73,27.0,34.0,22.0
ERR4037432,other,2012,69,25.0,30.0,22.0
ERR4034089,other,2011,537,28.0,33.0,19.0
ERR4034036,other,2011,73,27.0,34.0,19.0
ERR4034100,other,2011,131-A,27.0,32.0,20.0
ERR4034107,other,2011,95,27.0,34.0,19.0
ERR4034124,other,2011,537,27.0,33.0,19.0
ERR4034132,other,2011,69,27.0,34.0,29.0
ERR4034143,other,2011,73,29.0,34.0,20.0
ERR4034151,other,2011,59,26.0,32.0,22.0
ERR4034164,other,2011,69,25.0,25.0,18.0
ERR4034188,other,2011,12,26.0,32.0,20.0
ERR4034213,other,2011,95,26.0,32.0,19.0
ERR4034234,other,2011,410,10.0,6.0,19.0
ERR4034032,other,2011,131-B,25.0,33.0,19.0
ERR4034258,other,2011,7427,26.0,36.0,19.0
ERR4034279,other,2011,1125,26.0,35.0,19.0
ERR4034280,other,2011,131-B,25.0,33.0,19.0
ERR4034052,other,2011,95,24.0,39.0,19.0
ERR4034059,other,2011,95,28.0,34.0,18.0
ERR4034034,other,2011,144,28.0,34.0,20.0
ERR4034067,other,2011,28,27.0,34.0,20.0
ERR4034076,other,2011,14,26.0,32.0,20.0
ERR4034502,other,2011,95,27.0,39.0,20.0
ERR4034506,other,2011,443,15.0,6.0,20.0
ERR4034530,other,2011,95,27.0,33.0,21.0
ERR4034534,other,2011,95,27.0,33.0,21.0
ERR4034546,other,2011,73,28.0,34.0,23.0
ERR4034324,other,2011,95,28.0,37.0,20.0
ERR4034559,other,2011,73,29.0,34.0,23.0
ERR4034587,other,2011,73,25.0,35.0,19.0
ERR4034615,other,2011,69,27.0,38.0,20.0
ERR4034644,other,2011,405,27.0,38.0,20.0
ERR4034675,other,2011,73,27.0,36.0,23.0
ERR4034677,other,2011,1727,26.0,39.0,20.0
ERR4034679,other,2011,95,29.0,38.0,23.0
ERR4034357,other,2011,357,27.0,40.0,25.0
ERR4034683,other,2011,547,27.0,30.0,21.0
ERR4034789,other,2011,95,27.0,37.0,20.0
ERR4034795,other,2011,416,25.0,36.0,20.0
ERR4034813,other,2011,69,29.0,29.0,23.0
ERR4034817,other,2011,95,29.0,35.0,22.0
ERR4034827,other,2011,135,28.0,34.0,21.0
ERR4034834,other,2011,453,25.0,8.0,23.0
ERR4034837,other,2011,69,29.0,34.0,23.0
ERR4034841,other,2011,127,30.0,37.0,23.0
ERR4034859,other,2011,95,28.0,35.0,21.0
ERR4034865,other,2011,48,28.0,32.0,22.0
ERR4034869,other,2011,73,28.0,33.0,22.0
ERR4034701,other,2011,95,27.0,37.0,21.0
ERR4034892,other,2011,80,29.0,35.0,20.0
ERR4034895,other,2011,95,28.0,37.0,23.0
ERR4034898,other,2011,108,24.0,28.0,21.0
ERR4034902,other,2011,131-B,27.0,38.0,22.0
ERR4034705,other,2011,95,27.0,33.0,21.0
ERR4034922,other,2011,69,28.0,34.0,22.0
ERR4034923,other,2011,357,29.0,40.0,28.0
ERR4034924,other,2011,421,28.0,39.0,21.0
ERR4034707,other,2011,141,26.0,36.0,20.0
ERR4034954,other,2011,117,28.0,7.0,22.0
ERR4034967,other,2011,429,27.0,37.0,23.0
ERR4035038,other,2011,12,27.0,37.0,22.0
ERR4034731,other,2011,393,28.0,8.0,24.0
ERR4034733,other,2011,73,27.0,34.0,20.0
ERR4034756,other,2011,847,29.0,34.0,23.0
ERR4034766,other,2011,73,27.0,33.0,20.0
ERR4035215,other,2011,73,26.0,32.0,22.0
ERR4035247,other,2011,12,28.0,35.0,25.0
ERR4035275,other,2011,1441,27.0,35.0,21.0
ERR4035320,other,2011,6530,28.0,38.0,23.0
ERR4035345,other,2011,69,29.0,26.0,25.0
ERR4035352,other,2011,10288,30.0,40.0,23.0
ERR4035118,other,2011,12,28.0,27.0,25.0
ERR4035562,131-C,2011,131-C1,18.0,6.0,22.0
ERR4035566,other,2011,95,29.0,34.0,22.0
ERR4035595,other,2011,69,26.0,32.0,21.0
ERR4035599,other,2011,1154,28.0,31.0,23.0
ERR4035623,other,2011,95,29.0,34.0,25.0
ERR4035627,other,2011,73,31.0,40.0,22.0
ERR4035631,other,2011,550,33.0,31.0,25.0
ERR4035655,other,2011,127,28.0,39.0,23.0
ERR4035660,other,2011,69,34.0,39.0,24.0
ERR4035664,other,2011,10237,32.0,35.0,21.0
ERR4035469,other,2011,393,27.0,6.0,23.0
ERR4035688,other,2011,95,30.0,40.0,24.0
ERR4035692,other,2011,1858,31.0,38.0,23.0
ERR4035696,other,2011,538,27.0,30.0,23.0
ERR4035720,other,2011,12,26.0,30.0,23.0
ERR4035724,other,2011,393,28.0,35.0,23.0
ERR4035473,other,2011,58,30.0,38.0,22.0
ERR4035728,other,2011,95,27.0,36.0,22.0
ERR4035753,other,2011,140,28.0,37.0,23.0
ERR4035757,other,2011,73,28.0,36.0,22.0
ERR4035785,other,2011,8915,29.0,33.0,21.0
ERR4035789,other,2011,73,30.0,35.0,21.0
ERR4035501,other,2011,80,28.0,33.0,23.0
ERR4035505,other,2011,69,26.0,35.0,22.0
ERR4035533,other,2011,95,29.0,36.0,24.0
ERR4035537,other,2011,43,14.0,6.0,9.0
ERR4035942,other,2011,73,29.0,38.0,22.0
ERR4035949,other,2011,69,16.0,6.0,23.0
ERR4035953,other,2011,1643,27.0,31.0,20.0
ERR4035974,other,2011,73,30.0,34.0,23.0
ERR4035979,other,2011,393,28.0,6.0,23.0
ERR4035981,131-C,2011,131-C1,23.0,6.0,26.0
ERR4035985,other,2011,73,27.0,31.0,20.0
ERR4036006,other,2011,10410,29.0,31.0,23.0
ERR4036011,other,2011,95,29.0,37.0,23.0
ERR4036013,131-C,2011,131-C2,28.0,6.0,22.0
ERR4036017,other,2011,69,25.0,30.0,20.0
ERR4035848,other,2011,155,31.0,38.0,22.0
ERR4035850,other,2011,69,28.0,25.0,22.0
ERR4036039,other,2011,1155,29.0,39.0,22.0
ERR4036044,other,2011,14,28.0,33.0,22.0
ERR4036051,other,2011,73,28.0,33.0,23.0
ERR4035852,other,2011,38,27.0,37.0,21.0
ERR4036072,131-C,2011,131-C2,6.0,6.0,22.0
ERR4036076,other,2011,10288,30.0,42.0,23.0
ERR4036080,other,2011,393,29.0,6.0,23.0
ERR4035856,other,2011,2619,28.0,33.0,20.0
ERR4036108,other,2011,117,29.0,38.0,22.0
ERR4036112,other,2011,538,25.0,35.0,22.0
ERR4036140,other,2011,73,28.0,35.0,23.0
ERR4036173,other,2011,2619,29.0,40.0,23.0
ERR4036205,other,2011,23,27.0,23.0,23.0
ERR4035881,other,2011,127,28.0,40.0,23.0
ERR4035882,other,2011,73,29.0,37.0,21.0
ERR4035884,other,2011,69,31.0,38.0,24.0
ERR4035888,other,2011,75,28.0,32.0,17.0
ERR4035913,other,2011,59,26.0,33.0,22.0
ERR4035914,other,2011,73,28.0,37.0,23.0
ERR4035916,other,2011,38,28.0,15.0,13.0
ERR4035920,other,2011,12,28.0,32.0,24.0
ERR4036324,other,2011,131-B,27.0,32.0,23.0
ERR4036226,other,2011,95,26.0,36.0,24.0
ERR4036347,other,2011,968,27.0,33.0,20.0
ERR4036356,other,2011,-1215,26.0,33.0,25.0
ERR4036375,other,2011,14,27.0,31.0,19.0
ERR4036379,other,2011,409,25.0,30.0,19.0
ERR4036388,other,2011,80,30.0,42.0,25.0
ERR4036398,other,2011,421,26.0,36.0,20.0
ERR4036407,other,2011,1718,27.0,30.0,18.0
ERR4036411,131-C,2011,131-C1,26.0,6.0,22.0
ERR4036421,other,2011,91,28.0,35.0,24.0
ERR4036445,other,2011,12,25.0,33.0,18.0
ERR4036453,other,2011,91,31.0,40.0,24.0
ERR4036457,other,2011,73,26.0,33.0,23.0
ERR4036467,131-C,2011,131-C1,23.0,6.0,6.0
ERR4036476,other,2011,73,24.0,32.0,20.0
ERR4036480,other,2011,73,28.0,35.0,20.0
ERR4036485,other,2011,73,32.0,36.0,26.0
ERR4036489,other,2011,131-A,26.0,32.0,24.0
ERR4036241,other,2011,23,27.0,35.0,21.0
ERR4036495,other,2011,95,25.0,33.0,20.0
ERR4036499,other,2011,393,27.0,34.0,20.0
ERR4036512,other,2011,73,28.0,34.0,20.0
ERR4036517,other,2011,69,28.0,35.0,23.0
ERR4036521,other,2011,131-B,26.0,35.0,24.0
ERR4036527,other,2011,95,27.0,36.0,21.0
ERR4036532,other,2011,73,26.0,30.0,20.0
ERR4036245,other,2011,88,26.0,35.0,20.0
ERR4036546,other,2011,73,29.0,37.0,23.0
ERR4036550,other,2011,73,35.0,43.0,25.0
ERR4036560,other,2011,104,27.0,31.0,20.0
ERR4036564,other,2011,73,29.0,36.0,20.0
ERR4036578,other,2011,62,30.0,35.0,23.0
ERR4036582,other,2011,5644,29.0,35.0,26.0
ERR4036592,other,2011,640,30.0,34.0,22.0
ERR4036596,other,2011,69,26.0,35.0,20.0
ERR4036259,other,2011,95,29.0,34.0,23.0
ERR4036273,other,2011,10277,28.0,24.0,11.0
ERR4036277,other,2011,5824,26.0,35.0,21.0
ERR4036291,other,2011,69,29.0,35.0,24.0
ERR4036305,other,2011,59,31.0,36.0,20.0
ERR4036631,other,2011,88,19.0,33.0,20.0
ERR4036634,other,2011,38,24.0,27.0,22.0
ERR4036638,other,2011,135,25.0,32.0,19.0
ERR4036639,other,2011,73,26.0,32.0,20.0
ERR4036645,other,2011,12,28.0,37.0,20.0
ERR4036646,other,2011,95,29.0,39.0,20.0
ERR4036649,other,2011,2086,27.0,29.0,22.0
ERR4036906,131-C,2011,6086-C1,27.0,6.0,28.0
ERR4036920,other,2011,978,25.0,34.0,20.0
ERR4036924,other,2011,998,29.0,33.0,20.0
ERR4036937,other,2011,648,28.0,6.0,16.0
ERR4036952,other,2011,91,26.0,32.0,20.0
ERR4036957,other,2011,73,29.0,35.0,22.0
ERR4036969,other,2011,5539,26.0,35.0,28.0
ERR4036985,other,2011,95,27.0,37.0,22.0
ERR4036989,other,2011,540,27.0,32.0,20.0
ERR4037001,other,2011,73,30.0,40.0,30.0
ERR4037018,other,2011,73,23.0,35.0,20.0
ERR4037021,other,2011,23,27.0,32.0,22.0
ERR4037190,other,2011,127,31.0,30.0,30.0
ERR4037219,other,2011,73,25.0,33.0,25.0
ERR4037252,other,2011,73,33.0,36.0,30.0
ERR4037282,other,2011,69,29.0,34.0,22.0
ERR4037283,other,2011,1629,24.0,34.0,21.0
ERR4037286,other,2011,12,21.0,25.0,20.0
ERR4037290,other,2011,155,25.0,30.0,20.0
ERR4037057,other,2011,73,26.0,40.0,21.0
ERR4037314,other,2011,69,25.0,31.0,21.0
ERR4037316,other,2011,394,24.0,35.0,19.0
ERR4037318,other,2011,10254,27.0,34.0,23.0
ERR4037322,other,2011,144,28.0,37.0,23.0
ERR4037346,other,2011,12,26.0,31.0,19.0
ERR4037347,other,2011,127,27.0,32.0,21.0
ERR4037350,other,2011,404,25.0,34.0,21.0
ERR4037354,other,2011,1057,31.0,30.0,23.0
ERR4037374,other,2011,69,27.0,28.0,19.0
ERR4037378,other,2011,141,29.0,36.0,22.0
ERR4037380,other,2011,95,27.0,40.0,23.0
ERR4037382,other,2011,297,25.0,25.0,20.0
ERR4037406,other,2011,517,27.0,29.0,21.0
ERR4037407,other,2011,58,28.0,32.0,25.0
ERR4037410,other,2011,10415,24.0,29.0,20.0
ERR4037413,other,2011,131-A,25.0,26.0,22.0
ERR4037034,other,2011,80,28.0,36.0,29.0
ERR4037090,other,2011,69,30.0,6.0,6.0
ERR4037120,other,2011,1193,30.0,8.0,9.0
ERR4037419,other,2011,73,27.0,36.0,19.0
ERR4037428,other,2011,69,17.0,32.0,8.0
ERR4037429,other,2011,95,28.0,32.0,21.0
ERR4037430,other,2011,405,29.0,33.0,19.0
ERR4034097,other,2010,10,34.0,39.0,25.0
ERR4034108,other,2010,10,28.0,6.0,25.0
ERR4034121,other,2010,73,32.0,39.0,26.0
ERR4034136,other,2010,95,30.0,37.0,27.0
ERR4034139,other,2010,681,30.0,38.0,26.0
ERR4034142,other,2010,135,36.0,38.0,27.0
ERR4034161,other,2010,117,28.0,28.0,20.0
ERR4034041,other,2010,141,32.0,36.0,24.0
ERR4034185,other,2010,95,33.0,40.0,27.0
ERR4034210,other,2010,1011,33.0,16.0,27.0
ERR4034235,other,2010,127,34.0,29.0,26.0
ERR4034255,other,2010,372,31.0,37.0,26.0
ERR4034276,other,2010,106,34.0,37.0,27.0
ERR4034298,other,2010,127,34.0,29.0,26.0
ERR4034057,other,2010,95,34.0,40.0,26.0
ERR4034072,other,2010,10,28.0,6.0,25.0
ERR4034081,other,2010,131-A,32.0,37.0,26.0
ERR4034429,other,2010,91,32.0,31.0,28.0
ERR4034460,other,2010,69,32.0,40.0,25.0
ERR4034486,other,2010,95,35.0,38.0,25.0
ERR4034490,other,2010,38,32.0,36.0,26.0
ERR4034493,other,2010,80,31.0,40.0,25.0
ERR4034512,other,2010,127,34.0,40.0,26.0
ERR4034525,other,2010,73,31.0,35.0,26.0
ERR4034540,other,2010,95,31.0,30.0,28.0
ERR4034558,other,2010,59,36.0,44.0,30.0
ERR4034585,other,2010,73,30.0,35.0,25.0
ERR4034590,other,2010,2015,34.0,37.0,28.0
ERR4034613,other,2010,12,30.0,36.0,26.0
ERR4034622,other,2010,357,34.0,40.0,29.0
ERR4034626,other,2010,69,40.0,36.0,31.0
ERR4034633,other,2010,393,18.0,6.0,28.0
ERR4034655,other,2010,95,34.0,38.0,27.0
ERR4034659,other,2010,69,34.0,43.0,23.0
ERR4034666,other,2010,73,18.0,38.0,25.0
ERR4034335,other,2010,80,37.0,37.0,28.0
ERR4034670,other,2010,73,30.0,40.0,26.0
ERR4034671,other,2010,80,30.0,40.0,25.0
ERR4034303,other,2010,5451,32.0,36.0,26.0
ERR4034307,other,2010,127,34.0,37.0,28.0
ERR4034397,other,2010,372,32.0,35.0,26.0
ERR4034785,other,2010,2619,29.0,33.0,24.0
ERR4034802,other,2010,73,29.0,36.0,28.0
ERR4034809,other,2010,95,30.0,34.0,24.0
ERR4034833,other,2010,144,40.0,40.0,28.0
ERR4034699,other,2010,69,33.0,34.0,24.0
ERR4034861,other,2010,95,32.0,38.0,25.0
ERR4034703,other,2010,73,34.0,35.0,25.0
ERR4034894,other,2010,95,33.0,37.0,24.0
ERR4034704,other,2010,144,34.0,39.0,28.0
ERR4034918,other,2010,95,34.0,34.0,24.0
ERR4034950,other,2010,10249,32.0,32.0,22.0
ERR4034963,other,2010,357,31.0,38.0,29.0
ERR4034995,other,2010,59,38.0,43.0,29.0
ERR4035023,other,2010,390,32.0,37.0,28.0
ERR4035030,other,2010,73,31.0,32.0,20.0
ERR4035034,other,2010,538,31.0,32.0,22.0
ERR4035056,other,2010,95,32.0,39.0,29.0
ERR4035059,other,2010,131-A,31.0,34.0,25.0
ERR4035063,other,2010,73,32.0,37.0,22.0
ERR4034723,other,2010,421,29.0,36.0,25.0
ERR4034727,other,2010,69,30.0,25.0,6.0
ERR4034736,other,2010,327,29.0,37.0,26.0
ERR4034747,other,2010,69,32.0,33.0,24.0
ERR4034751,other,2010,69,28.0,27.0,6.0
ERR4034769,other,2010,73,32.0,37.0,27.0
ERR4034780,other,2010,390,33.0,34.0,24.0
ERR4035076,other,2010,73,26.0,39.0,28.0
ERR4035168,other,2010,127,33.0,42.0,26.0
ERR4035172,other,2010,491,33.0,39.0,29.0
ERR4035182,other,2010,428,30.0,38.0,26.0
ERR4035201,other,2010,95,31.0,40.0,30.0
ERR4035205,other,2010,127,32.0,40.0,26.0
ERR4035080,other,2010,73,32.0,36.0,27.0
ERR4035226,other,2010,95,32.0,30.0,29.0
ERR4035230,other,2010,685,28.0,38.0,29.0
ERR4035234,other,2010,73,32.0,39.0,29.0
ERR4035258,other,2010,95,34.0,40.0,29.0
ERR4035262,other,2010,73,30.0,36.0,27.0
ERR4035266,other,2010,73,34.0,42.0,30.0
ERR4035290,other,2010,12,34.0,40.0,30.0
