Run accession,Label,Year,Group,Ceftazidim,Ciprofloxacin,Gentamicin
ERR4035496,other,2016,3057,24.0,29.0,18.0
ERR4035500,other,2016,131-B,26.0,36.0,22.0
ERR4035504,other,2016,4358,24.0,34.0,19.0
ERR4035510,other,2016,62,30.0,36.0,23.0
ERR4035527,other,2016,1193,28.0,6.0,23.0
ERR4035528,other,2016,2619,25.0,33.0,19.0
ERR4035532,other,2016,1706,26.0,34.0,18.0
ERR4035536,other,2016,131-A,22.0,23.0,20.0
ERR4035538,other,2016,58,26.0,34.0,24.0
ERR4035543,other,2016,12,30.0,32.0,24.0
ERR4036074,other,2016,95,28.0,31.0,24.0
ERR4036078,other,2016,69,24.0,6.0,23.0
ERR4036102,other,2016,2673,26.0,28.0,23.0
ERR4036106,other,2016,23,25.0,25.0,24.0
ERR4036110,131-C,2016,131-C1,18.0,6.0,21.0
ERR4036134,other,2016,73,27.0,36.0,23.0
ERR4036138,other,2016,73,26.0,27.0,23.0
ERR4036142,other,2016,144,28.0,35.0,22.0
ERR4036167,other,2016,73,28.0,31.0,26.0
ERR4036171,other,2016,38,15.0,27.0,24.0
ERR4036175,other,2016,131-A,26.0,28.0,22.0
ERR4036199,other,2016,117,27.0,32.0,23.0
ERR4036203,other,2016,69,27.0,31.0,23.0
ERR4036207,other,2016,95,27.0,31.0,23.0
ERR4036317,other,2016,393,22.0,8.0,19.0
ERR4036319,other,2016,362,25.0,30.0,24.0
ERR4036327,other,2016,69,24.0,25.0,22.0
ERR4036329,other,2016,58,24.0,31.0,22.0
ERR4036333,131-C,2016,131-C2,6.0,6.0,23.0
ERR4036352,other,2016,1147,29.0,34.0,25.0
ERR4036359,other,2016,73,26.0,25.0,18.0
ERR4036361,other,2016,95,26.0,35.0,24.0
ERR4036365,other,2016,117,27.0,31.0,22.0
ERR4036384,other,2016,69,22.0,35.0,24.0
ERR4036387,other,2016,362,27.0,29.0,21.0
ERR4036391,other,2016,537,26.0,36.0,20.0
ERR4036231,other,2016,95,26.0,32.0,25.0
ERR4036393,other,2016,372,26.0,31.0,24.0
ERR4036397,other,2016,58,26.0,28.0,22.0
ERR4036415,other,2016,10414,26.0,32.0,21.0
ERR4036417,other,2016,127,28.0,28.0,22.0
ERR4036420,131-C,2016,131-C2,15.0,6.0,8.0
ERR4036422,other,2016,162,26.0,31.0,24.0
ERR4036424,other,2016,95,25.0,25.0,20.0
ERR4036426,other,2016,38,25.0,31.0,22.0
ERR4036236,other,2016,428,26.0,28.0,23.0
ERR4036446,other,2016,550,28.0,30.0,23.0
ERR4036448,other,2016,428,27.0,31.0,24.0
ERR4036450,other,2016,69,25.0,30.0,22.0
ERR4036452,other,2016,10257,23.0,23.0,20.0
ERR4036454,other,2016,131-B,26.0,38.0,22.0
ERR4036456,other,2016,6994,25.0,34.0,22.0
ERR4036460,other,2016,69,26.0,28.0,21.0
ERR4036466,other,2016,538,24.0,36.0,21.0
ERR4036470,other,2016,127,30.0,41.0,25.0
ERR4036478,other,2016,538,26.0,38.0,22.0
ERR4036479,other,2016,73,40.0,41.0,25.0
ERR4036484,other,2016,224,24.0,6.0,19.0
ERR4036488,other,2016,136,24.0,28.0,24.0
ERR4036490,other,2016,12,26.0,32.0,24.0
ERR4036492,other,2016,131-B,26.0,24.0,18.0
ERR4036507,other,2016,10,28.0,30.0,23.0
ERR4036514,other,2016,69,26.0,35.0,22.0
ERR4036516,other,2016,62,27.0,27.0,20.0
ERR4036526,other,2016,69,26.0,37.0,23.0
ERR4036539,other,2016,10,17.0,13.0,13.0
ERR4036540,other,2016,95,26.0,30.0,21.0
ERR4036542,other,2016,131-A,10.0,26.0,24.0
ERR4036551,other,2016,73,27.0,33.0,22.0
ERR4036553,other,2016,1193,24.0,6.0,23.0
ERR4036563,other,2016,550,28.0,29.0,23.0
ERR4036572,other,2016,73,27.0,30.0,21.0
ERR4036574,131-C,2016,131-C2,6.0,6.0,10.0
ERR4036575,other,2016,126,29.0,40.0,23.0
ERR4036576,other,2016,2178,24.0,33.0,21.0
ERR4036585,131-C,2016,131-C1,11.0,6.0,19.0
ERR4036587,other,2016,69,30.0,28.0,19.0
ERR4036255,other,2016,88,27.0,32.0,25.0
ERR4036258,other,2016,1193,25.0,8.0,21.0
ERR4036262,other,2016,69,23.0,30.0,19.0
ERR4036264,other,2016,73,21.0,35.0,22.0
ERR4036268,other,2016,131-A,11.0,22.0,21.0
ERR4036285,other,2016,1193,23.0,6.0,21.0
ERR4036287,other,2016,88,28.0,35.0,26.0
ERR4036290,other,2016,10290,26.0,32.0,22.0
ERR4036294,other,2016,91,25.0,34.0,21.0
ERR4036296,other,2016,73,20.0,27.0,22.0
ERR4036300,other,2016,69,28.0,6.0,24.0
ERR4036222,other,2016,117,25.0,33.0,21.0
ERR4036629,other,2016,428,25.0,35.0,23.0
ERR4036637,other,2016,73,27.0,30.0,24.0
ERR4036644,other,2016,355,28.0,34.0,24.0
ERR4036771,other,2016,421,25.0,34.0,19.0
ERR4036806,other,2016,144,28.0,36.0,19.0
ERR4036836,other,2016,14,29.0,36.0,23.0
ERR4036653,other,2016,69,25.0,26.0,19.0
ERR4036866,other,2016,73,28.0,32.0,21.0
ERR4036921,other,2016,95,28.0,38.0,22.0
ERR4036949,other,2016,12,26.0,32.0,19.0
ERR4036953,other,2016,127,29.0,34.0,23.0
ERR4036981,131-C,2016,131-C1,24.0,6.0,19.0
ERR4036984,other,2016,421,26.0,36.0,23.0
ERR4037013,other,2016,14,25.0,31.0,18.0
ERR4037017,other,2016,12,24.0,36.0,24.0
ERR4036658,other,2016,14,25.0,31.0,18.0
ERR4037139,other,2016,95,28.0,39.0,24.0
ERR4037172,other,2016,504,27.0,30.0,22.0
ERR4037047,other,2016,131-B,26.0,32.0,22.0
ERR4037206,other,2016,126,27.0,34.0,21.0
ERR4037236,other,2016,12,27.0,38.0,21.0
ERR4037270,other,2016,648,12.0,6.0,22.0
ERR4037304,other,2016,1441,27.0,34.0,21.0
ERR4037337,other,2016,919,25.0,31.0,23.0
ERR4037401,other,2016,95,22.0,29.0,21.0
ERR4037076,other,2016,127,28.0,33.0,23.0
ERR4037080,other,2016,127,29.0,34.0,23.0
ERR4037110,other,2016,73,27.0,34.0,20.0
ERR4037114,other,2016,95,29.0,39.0,24.0
ERR4037415,other,2016,95,25.0,30.0,23.0
ERR4037420,other,2016,141,15.0,26.0,6.0
ERR4037421,other,2016,141,27.0,35.0,22.0
ERR4037422,other,2016,58,26.0,32.0,20.0
ERR4037459,other,2016,95,26.0,25.0,6.0
ERR4037467,other,2016,95,27.0,34.0,23.0
ERR4037475,131-C,2016,131-C1,17.0,6.0,21.0
ERR4037483,other,2016,73,27.0,34.0,22.0
ERR4037490,other,2016,95,26.0,30.0,21.0
ERR4037498,other,2016,95,24.0,32.0,20.0
ERR4037506,other,2016,10409,24.0,30.0,20.0
ERR4034086,other,2015,127,26.0,28.0,19.0
ERR4034093,other,2015,95,24.0,30.0,20.0
ERR4034101,other,2015,69,24.0,30.0,19.0
ERR4034104,other,2015,34,25.0,29.0,23.0
ERR4034114,other,2015,73,26.0,30.0,18.0
ERR4034126,other,2015,127,27.0,29.0,19.0
ERR4034129,other,2015,73,26.0,33.0,21.0
ERR4034039,other,2015,95,26.0,33.0,24.0
ERR4034150,other,2015,73,24.0,28.0,18.0
ERR4034165,other,2015,4598,23.0,16.0,18.0
ERR4034168,other,2015,95,26.0,33.0,21.0
ERR4034189,other,2015,2328,26.0,32.0,19.0
ERR4034208,other,2015,1861,26.0,30.0,19.0
ERR4034227,131-C,2015,131-C2,15.0,6.0,23.0
ERR4034232,other,2015,127,27.0,30.0,17.0
ERR4034233,other,2015,1304,30.0,32.0,22.0
ERR4034242,131-C,2015,131-C2,12.0,6.0,6.0
ERR4034248,other,2015,69,23.0,32.0,17.0
ERR4034256,other,2015,95,27.0,31.0,20.0
ERR4034277,other,2015,88,27.0,31.0,20.0
ERR4034281,other,2015,372,28.0,36.0,20.0
ERR4034288,other,2015,636,28.0,31.0,20.0
ERR4034291,other,2015,1723,27.0,33.0,20.0
ERR4034050,other,2015,127,26.0,29.0,18.0
ERR4034065,other,2015,69,26.0,30.0,20.0
ERR4034083,other,2015,80,26.0,30.0,19.0
ERR4034522,other,2015,69,28.0,32.0,24.0
ERR4034551,other,2015,58,26.0,30.0,23.0
ERR4034579,other,2015,95,25.0,32.0,25.0
ERR4034607,other,2015,357,27.0,31.0,26.0
ERR4034787,other,2015,390,27.0,33.0,21.0
ERR4034693,other,2015,131-B,25.0,38.0,20.0
ERR4034794,other,2015,38,26.0,32.0,19.0
ERR4034798,other,2015,10,28.0,33.0,21.0
ERR4034814,other,2015,73,27.0,32.0,24.0
ERR4034815,other,2015,127,27.0,33.0,20.0
ERR4034819,other,2015,95,26.0,35.0,20.0
ERR4034696,other,2015,69,27.0,32.0,19.0
ERR4034826,131-C,2015,131-C2,23.0,6.0,19.0
ERR4034830,other,2015,69,27.0,32.0,20.0
ERR4034846,other,2015,131-B,25.0,34.0,23.0
ERR4034847,other,2015,67,27.0,33.0,20.0
ERR4034851,other,2015,69,26.0,31.0,20.0
ERR4034858,other,2015,69,24.0,31.0,19.0
ERR4034700,other,2015,73,25.0,34.0,18.0
ERR4034862,other,2015,405,6.0,6.0,7.0
ERR4034875,other,2015,10,32.0,45.0,32.0
ERR4034880,other,2015,73,27.0,32.0,18.0
ERR4034883,other,2015,141,28.0,31.0,20.0
ERR4034884,other,2015,10273,26.0,23.0,20.0
ERR4034887,other,2015,131-B,25.0,26.0,6.0
ERR4034891,other,2015,73,29.0,32.0,20.0
ERR4034907,other,2015,69,22.0,28.0,6.0
ERR4034915,other,2015,144,26.0,33.0,20.0
ERR4034916,other,2015,73,28.0,35.0,20.0
ERR4034919,other,2015,90,10.0,6.0,19.0
ERR4034935,other,2015,2067,24.0,32.0,24.0
ERR4034943,other,2015,12,26.0,40.0,20.0
ERR4034944,other,2015,73,28.0,35.0,19.0
ERR4034947,other,2015,154,27.0,35.0,19.0
ERR4034951,other,2015,12,27.0,33.0,20.0
ERR4034955,other,2015,131-A,27.0,26.0,19.0
ERR4034960,other,2015,8867,26.0,29.0,19.0
ERR4034964,other,2015,2531,31.0,37.0,20.0
ERR4034987,other,2015,95,26.0,37.0,19.0
ERR4034988,other,2015,73,26.0,32.0,18.0
ERR4034991,other,2015,69,26.0,32.0,19.0
ERR4034992,other,2015,23,28.0,27.0,22.0
ERR4034996,other,2015,69,28.0,37.0,21.0
ERR4035019,other,2015,14,28.0,25.0,20.0
ERR4035020,other,2015,607,27.0,35.0,20.0
ERR4035024,other,2015,69,27.0,34.0,19.0
ERR4035028,other,2015,95,29.0,34.0,20.0
ERR4035048,other,2015,12,26.0,41.0,20.0
ERR4035052,other,2015,73,26.0,33.0,19.0
ERR4035053,other,2015,73,25.0,32.0,16.0
ERR4035057,other,2015,1652,30.0,15.0,21.0
ERR4035061,other,2015,617,30.0,6.0,21.0
ERR4034725,131-C,2015,131-C1,26.0,6.0,6.0
ERR4034728,other,2015,131-B,27.0,34.0,20.0
ERR4034732,other,2015,10293,29.0,36.0,21.0
ERR4034758,other,2015,405,26.0,33.0,20.0
ERR4034761,other,2015,73,28.0,41.0,19.0
ERR4034765,other,2015,88,25.0,36.0,22.0
ERR4034781,other,2015,10269,25.0,34.0,25.0
ERR4035169,other,2015,135,28.0,32.0,22.0
ERR4035077,other,2015,95,26.0,40.0,18.0
ERR4035191,other,2015,349,26.0,30.0,22.0
ERR4035198,other,2015,95,26.0,32.0,23.0
ERR4035220,other,2015,602,24.0,30.0,22.0
ERR4035224,other,2015,1331,24.0,30.0,19.0
ERR4035082,other,2015,12,28.0,32.0,22.0
ERR4035231,other,2015,83,26.0,29.0,22.0
ERR4035252,other,2015,73,27.0,34.0,6.0
ERR4035256,other,2015,28,25.0,32.0,18.0
ERR4035284,other,2015,91,27.0,30.0,23.0
ERR4035288,other,2015,1618,23.0,27.0,17.0
ERR4035291,other,2015,127,24.0,35.0,21.0
ERR4035104,other,2015,38,26.0,31.0,21.0
ERR4035105,other,2015,95,26.0,32.0,22.0
ERR4035108,other,2015,135,28.0,30.0,23.0
ERR4035134,other,2015,348,26.0,31.0,19.0
ERR4035137,other,2015,69,25.0,29.0,22.0
ERR4035553,other,2015,155,22.0,34.0,20.0
ERR4035556,other,2015,88,27.0,31.0,20.0
ERR4035557,other,2015,141,27.0,31.0,17.0
ERR4035559,other,2015,117,26.0,32.0,19.0
ERR4035563,131-C,2015,131-C2,16.0,6.0,6.0
ERR4035567,other,2015,929,28.0,40.0,24.0
ERR4035582,other,2015,10286,26.0,39.0,18.0
ERR4035459,131-C,2015,131-C1,22.0,6.0,6.0
ERR4035586,other,2015,1193,24.0,7.0,6.0
ERR4035588,other,2015,746,30.0,34.0,24.0
ERR4035589,other,2015,131-A,12.0,19.0,16.0
ERR4035592,other,2015,12,29.0,34.0,25.0
ERR4035460,131-C,2015,131-C1,26.0,6.0,6.0
ERR4035596,other,2015,162,30.0,12.0,24.0
ERR4035614,other,2015,8915,24.0,36.0,24.0
ERR4035616,other,2015,95,28.0,32.0,22.0
ERR4035620,other,2015,135,28.0,32.0,25.0
ERR4035621,other,2015,73,24.0,28.0,20.0
ERR4035624,other,2015,95,28.0,23.0,34.0
ERR4035644,other,2015,104,26.0,34.0,23.0
ERR4035646,other,2015,73,25.0,34.0,18.0
ERR4035648,other,2015,1859,6.0,30.0,26.0
ERR4035652,other,2015,421,30.0,39.0,24.0
ERR4035653,other,2015,73,15.0,30.0,18.0
ERR4035677,other,2015,127,30.0,30.0,22.0
ERR4035678,other,2015,95,25.0,32.0,19.0
ERR4035681,other,2015,14,30.0,38.0,24.0
ERR4035682,other,2015,73,23.0,30.0,17.0
ERR4035685,other,2015,73,28.0,37.0,24.0
ERR4035705,other,2015,58,26.0,32.0,22.0
ERR4035709,other,2015,73,25.0,23.0,8.0
ERR4035710,other,2015,127,26.0,31.0,19.0
ERR4035711,other,2015,5705,22.0,6.0,10.0
ERR4035714,other,2015,959,27.0,32.0,21.0
ERR4035729,other,2015,95,28.0,33.0,23.0
ERR4035733,other,2015,58,25.0,30.0,23.0
ERR4035474,other,2015,10285,29.0,32.0,23.0
ERR4035737,other,2015,73,26.0,30.0,26.0
ERR4035741,other,2015,131-A,27.0,24.0,9.0
ERR4035742,other,2015,95,25.0,33.0,18.0
ERR4035746,other,2015,73,25.0,30.0,20.0
ERR4035758,other,2015,10238,28.0,32.0,24.0
ERR4035762,other,2015,1057,29.0,25.0,22.0
ERR4035766,other,2015,372,29.0,37.0,25.0
ERR4035770,other,2015,69,30.0,34.0,26.0
ERR4035478,other,2015,12,23.0,30.0,20.0
ERR4035779,other,2015,95,26.0,31.0,20.0
ERR4035783,other,2015,201,24.0,28.0,19.0
ERR4035787,other,2015,73,25.0,30.0,19.0
ERR4035810,other,2015,59,25.0,30.0,19.0
ERR4035482,other,2015,73,28.0,31.0,24.0
ERR4035815,other,2015,58,12.0,30.0,9.0
ERR4035819,other,2015,131-A,24.0,24.0,19.0
ERR4035829,other,2015,73,33.0,45.0,24.0
ERR4035449,other,2015,73,30.0,36.0,24.0
ERR4035488,other,2015,155,26.0,35.0,17.0
ERR4035491,other,2015,73,25.0,32.0,19.0
ERR4035492,other,2015,95,24.0,32.0,18.0
ERR4035498,other,2015,73,30.0,36.0,26.0
ERR4035502,other,2015,69,25.0,33.0,25.0
ERR4035506,other,2015,73,26.0,30.0,22.0
ERR4035520,other,2015,106,24.0,30.0,19.0
ERR4035523,other,2015,69,27.0,29.0,19.0
ERR4035524,other,2015,141,26.0,30.0,18.0
ERR4035453,other,2015,354,30.0,10.0,23.0
ERR4035526,other,2015,69,30.0,30.0,22.0
ERR4035530,other,2015,2619,26.0,30.0,24.0
ERR4035534,other,2015,73,28.0,38.0,23.0
ERR4035454,other,2015,127,28.0,31.0,23.0
ERR4035935,other,2015,69,27.0,32.0,21.0
ERR4035940,other,2015,973,25.0,27.0,21.0
ERR4035842,other,2015,127,28.0,35.0,22.0
ERR4035968,other,2015,48,26.0,34.0,22.0
ERR4035972,other,2015,12,29.0,37.0,24.0
ERR4036000,other,2015,73,31.0,34.0,25.0
ERR4036004,131-C,2015,131-C2,14.0,6.0,7.0
ERR4036033,other,2015,131-B,26.0,35.0,21.0
ERR4036037,other,2015,69,25.0,35.0,22.0
ERR4036054,other,2015,1159,27.0,36.0,23.0
ERR4036062,other,2015,144,31.0,36.0,23.0
ERR4036070,other,2015,8915,29.0,35.0,23.0
ERR4036127,other,2015,95,27.0,35.0,24.0
ERR4036131,other,2015,12,28.0,39.0,24.0
ERR4036160,other,2015,127,28.0,37.0,23.0
ERR4036164,other,2015,12,27.0,37.0,22.0
ERR4036196,131-C,2015,131-C2,16.0,6.0,8.0
ERR4035871,other,2015,59,26.0,32.0,21.0
ERR4035875,other,2015,12,28.0,36.0,23.0
ERR4035903,other,2015,10278,28.0,32.0,22.0
ERR4035907,other,2015,73,28.0,36.0,22.0
ERR4035838,other,2015,95,29.0,34.0,23.0
ERR4036214,other,2015,73,27.0,37.0,19.0
ERR4036315,other,2015,69,25.0,35.0,24.0
ERR4036344,131-C,2015,131-C1,15.0,6.0,24.0
ERR4036348,other,2015,372,26.0,38.0,25.0
ERR4036376,131-C,2015,131-C1,23.0,6.0,10.0
ERR4036380,other,2015,59,26.0,33.0,24.0
ERR4036408,other,2015,69,19.0,36.0,22.0
ERR4036410,other,2015,73,24.0,26.0,22.0
ERR4036412,131-C,2015,131-C2,28.0,6.0,10.0
ERR4036416,other,2015,1316,28.0,34.0,19.0
ERR4036435,other,2015,73,25.0,35.0,22.0
ERR4036439,other,2015,73,25.0,28.0,18.0
ERR4036441,other,2015,69,28.0,35.0,24.0
ERR4036442,other,2015,59,28.0,39.0,25.0
ERR4036444,other,2015,73,24.0,32.0,22.0
ERR4036449,other,2015,73,25.0,32.0,22.0
ERR4036462,131-C,2015,131-C2,10.0,6.0,6.0
ERR4036473,other,2015,73,26.0,37.0,23.0
ERR4036477,other,2015,10413,26.0,38.0,23.0
ERR4036481,other,2015,73,25.0,35.0,24.0
ERR4036505,other,2015,131-B,26.0,38.0,23.0
ERR4036509,other,2015,127,28.0,37.0,23.0
ERR4036513,other,2015,405,27.0,27.0,24.0
ERR4036534,other,2015,6701,31.0,39.0,24.0
ERR4036538,other,2015,10264,24.0,28.0,25.0
ERR4036247,other,2015,2015,35.0,38.0,26.0
ERR4036566,other,2015,141,27.0,40.0,24.0
ERR4036570,other,2015,73,24.0,37.0,24.0
ERR4036251,other,2015,2015,35.0,31.0,25.0
ERR4036218,other,2015,155,30.0,33.0,25.0
ERR4036279,other,2015,7303,23.0,35.0,25.0
ERR4036283,other,2015,131-B,26.0,31.0,25.0
ERR4036311,other,2015,10243,25.0,32.0,24.0
ERR4036651,other,2015,405,28.0,6.0,10.0
ERR4036760,other,2015,69,25.0,31.0,20.0
ERR4036763,other,2015,550,27.0,32.0,21.0
ERR4036768,other,2015,131-B,27.0,34.0,6.0
ERR4036791,other,2015,95,26.0,32.0,21.0
ERR4036795,other,2015,355,26.0,33.0,21.0
ERR4036799,other,2015,10279,27.0,31.0,21.0
ERR4036823,other,2015,62,28.0,37.0,19.0
ERR4036828,other,2015,95,26.0,34.0,20.0
ERR4036831,other,2015,144,30.0,38.0,20.0
ERR4036670,other,2015,421,27.0,37.0,18.0
ERR4036855,other,2015,69,24.0,32.0,18.0
ERR4036859,other,2015,73,28.0,32.0,20.0
ERR4036673,other,2015,95,28.0,36.0,20.0
ERR4036888,other,2015,73,25.0,38.0,21.0
ERR4036917,other,2015,357,26.0,34.0,24.0
ERR4036678,other,2015,162,26.0,36.0,20.0
ERR4036944,other,2015,73,26.0,33.0,19.0
ERR4036950,other,2015,421,28.0,38.0,24.0
ERR4036976,other,2015,88,26.0,37.0,20.0
ERR4036980,other,2015,38,27.0,36.0,24.0
ERR4037010,other,2015,73,25.0,32.0,17.0
ERR4037012,other,2015,10263,28.0,35.0,24.0
ERR4036698,other,2015,141,28.0,33.0,21.0
ERR4036702,other,2015,12,26.0,28.0,20.0
ERR4036705,other,2015,538,27.0,33.0,21.0
ERR4036731,other,2015,38,26.0,31.0,19.0
ERR4036735,other,2015,144,28.0,31.0,20.0
ERR4036739,131-C,2015,131-C1,26.0,6.0,21.0
ERR4037135,other,2015,12,25.0,32.0,24.0
ERR4037043,other,2015,44,11.0,6.0,8.0
ERR4037162,other,2015,224,27.0,30.0,22.0
ERR4037168,other,2015,69,28.0,34.0,24.0
ERR4037192,other,2015,73,23.0,6.0,10.0
ERR4037201,other,2015,141,30.0,32.0,22.0
ERR4037224,other,2015,372,26.0,34.0,24.0
ERR4037032,other,2015,394,26.0,26.0,16.0
ERR4037232,other,2015,95,30.0,37.0,24.0
ERR4037265,other,2015,58,28.0,32.0,26.0
ERR4037300,other,2015,73,25.0,40.0,21.0
ERR4037334,other,2015,95,27.0,34.0,21.0
ERR4037363,other,2015,567,27.0,30.0,24.0
ERR4037065,other,2015,131-B,26.0,34.0,22.0
ERR4037397,other,2015,127,28.0,31.0,21.0
ERR4037072,other,2015,10260,30.0,38.0,24.0
ERR4037098,131-C,2015,131-C2,14.0,6.0,9.0
ERR4037106,other,2015,95,27.0,40.0,24.0
ERR4037129,other,2015,126,25.0,37.0,23.0
ERR4037450,131-C,2015,131-C1,26.0,6.0,21.0
ERR4037451,other,2015,95,26.0,27.0,20.0
ERR4037457,other,2015,117,26.0,30.0,20.0
ERR4037458,131-C,2015,131-C1,17.0,6.0,21.0
ERR4037465,other,2015,73,20.0,30.0,20.0
ERR4037466,other,2015,69,27.0,36.0,21.0
ERR4037472,other,2015,12,13.0,28.0,21.0
ERR4037473,other,2015,421,25.0,34.0,18.0
ERR4037474,other,2015,349,24.0,28.0,24.0
ERR4037480,other,2015,73,24.0,27.0,18.0
ERR4037482,other,2015,569,26.0,33.0,23.0
ERR4037488,other,2015,636,26.0,23.0,22.0
ERR4037489,other,2015,10407,29.0,6.0,24.0
ERR4037495,other,2015,80,26.0,30.0,21.0
ERR4037496,131-C,2015,131-C2,26.0,6.0,9.0
ERR4037497,other,2015,73,28.0,32.0,20.0
ERR4037503,other,2015,83,26.0,36.0,21.0
ERR4037504,other,2015,136,24.0,34.0,20.0
ERR4037505,other,2015,95,28.0,38.0,22.0
ERR4037511,other,2015,428,25.0,35.0,22.0
ERR4037512,other,2015,978,23.0,28.0,20.0
ERR4037513,other,2015,38,23.0,30.0,25.0
ERR4037519,other,2015,69,26.0,29.0,22.0
ERR4037520,131-C,2015,131-C1,26.0,6.0,23.0
ERR4037441,other,2015,14,26.0,30.0,20.0
ERR4037442,other,2015,141,26.0,32.0,22.0
ERR4037443,other,2015,83,26.0,32.0,22.0
ERR4037449,other,2015,141,23.0,30.0,20.0
ERR4034090,other,2014,131-A,15.0,25.0,6.0
ERR4034098,other,2014,95,27.0,28.0,18.0
ERR4034119,131-C,2014,131-C1,26.0,6.0,20.0
ERR4034122,other,2014,399,27.0,35.0,21.0
ERR4034144,other,2014,95,26.0,34.0,21.0
ERR4034147,other,2014,73,26.0,25.0,19.0
ERR4034159,other,2014,69,28.0,36.0,20.0
ERR4034162,other,2014,73,26.0,33.0,18.0
ERR4034183,other,2014,58,25.0,31.0,20.0
ERR4034186,other,2014,117,26.0,34.0,20.0
ERR4034202,131-C,2014,131-C1,26.0,6.0,20.0
ERR4034205,other,2014,95,25.0,35.0,19.0
ERR4034226,131-C,2014,131-C1,16.0,6.0,22.0
ERR4034229,other,2014,1193,28.0,6.0,21.0
ERR4034230,other,2014,14,30.0,29.0,21.0
ERR4034236,other,2014,1432,27.0,29.0,10.0
ERR4034239,other,2014,38,12.0,6.0,9.0
ERR4034046,other,2014,127,28.0,35.0,18.0
ERR4034250,other,2014,69,27.0,32.0,18.0
ERR4034253,other,2014,95,18.0,29.0,19.0
ERR4034271,other,2014,95,26.0,34.0,19.0
ERR4034048,other,2014,62,26.0,34.0,18.0
ERR4034060,other,2014,73,22.0,34.0,20.0
ERR4034062,other,2014,1193,26.0,7.0,20.0
ERR4034063,other,2014,2619,26.0,37.0,18.0
ERR4034077,other,2014,10275,25.0,36.0,24.0
ERR4034080,other,2014,69,27.0,27.0,6.0
ERR4034414,other,2014,95,24.0,30.0,16.0
ERR4034312,other,2014,1146,26.0,34.0,24.0
ERR4034446,other,2014,959,23.0,30.0,13.0
ERR4034313,other,2014,58,26.0,30.0,19.0
ERR4034471,other,2014,95,29.0,34.0,22.0
ERR4034475,other,2014,95,27.0,32.0,18.0
ERR4034317,other,2014,80,30.0,34.0,20.0
ERR4034503,other,2014,95,27.0,36.0,20.0
ERR4034507,other,2014,73,27.0,30.0,18.0
ERR4034531,other,2014,69,28.0,32.0,20.0
ERR4034539,other,2014,127,27.0,33.0,19.0
ERR4034568,other,2014,216,27.0,32.0,20.0
ERR4034572,other,2014,69,28.0,21.0,6.0
ERR4034600,other,2014,131-A,26.0,31.0,21.0
ERR4034604,other,2014,550,35.0,39.0,22.0
ERR4034632,other,2014,73,28.0,31.0,20.0
ERR4034635,other,2014,73,26.0,37.0,24.0
