,Year,Ceftazidim,Ciprofloxacin,Gentamicin
8105,2009,26.0,38.0,28.0
8106,2009,32.0,38.0,27.0
8107,2009,34.0,41.0,28.0
8108,2009,32.0,38.0,25.0
8109,2009,32.0,38.0,26.0
8110,2009,32.0,40.0,31.0
8111,2009,29.0,38.0,28.0
8112,2009,32.0,40.0,27.0
8113,2009,31.0,37.0,30.0
8114,2009,31.0,39.0,28.0
8115,2009,32.0,41.0,27.0
8116,2009,32.0,39.0,28.0
8117,2009,28.0,36.0,27.0
8118,2009,30.0,38.0,27.0
8119,2009,30.0,39.0,28.0
8120,2009,31.0,40.0,26.0
8121,2009,33.0,37.0,31.0
8122,2009,32.0,39.0,27.0
8123,2009,30.0,38.0,28.0
8124,2009,31.0,41.0,27.0
8125,2009,30.0,36.0,26.0
8126,2009,30.0,38.0,27.0
8127,2009,29.0,39.0,28.0
8128,2009,32.0,40.0,28.0
8129,2009,29.0,27.0,27.0
8130,2009,28.0,36.0,26.0
8131,2009,28.0,37.0,26.0
8132,2009,31.0,38.0,27.0
8133,2009,10.0,6.0,15.0
8134,2009,28.0,38.0,16.0
8135,2009,29.0,37.0,27.0
8136,2009,30.0,39.0,27.0
8137,2009,28.0,38.0,27.0
8138,2009,32.0,41.0,28.0
8139,2009,30.0,36.0,27.0
8140,2009,14.0,6.0,26.0
8141,2009,34.0,40.0,26.0
8144,2009,36.0,40.0,26.0
8145,2009,36.0,40.0,26.0
8146,2009,32.0,38.0,24.0
8147,2009,36.0,38.0,26.0
8148,2009,34.0,38.0,25.0
8149,2009,36.0,39.0,26.0
8150,2009,32.0,35.0,26.0
8151,2009,36.0,40.0,24.0
8152,2009,32.0,34.0,25.0
8153,2009,32.0,38.0,26.0
8154,2009,36.0,6.0,6.0
8155,2009,34.0,42.0,25.0
8156,2009,32.0,6.0,9.0
8157,2009,32.0,36.0,26.0
8158,2009,32.0,37.0,28.0
8159,2009,30.0,36.0,26.0
8160,2009,30.0,35.0,26.0
8161,2009,30.0,35.0,26.0
8162,2009,32.0,39.0,27.0
8163,2009,30.0,34.0,26.0
8164,2009,30.0,35.0,26.0
8165,2009,27.0,31.0,26.0
8166,2009,32.0,38.0,25.0
8167,2009,28.0,30.0,28.0
8168,2009,30.0,37.0,26.0
8169,2009,28.0,36.0,27.0
8170,2009,30.0,35.0,28.0
8171,2009,30.0,36.0,27.0
8172,2009,29.0,38.0,28.0
8173,2009,30.0,32.0,26.0
8174,2009,30.0,36.0,25.0
8175,2009,34.0,8.0,30.0
8176,2009,27.0,34.0,26.0
8177,2009,32.0,41.0,31.0
8178,2009,30.0,38.0,26.0
8179,2009,28.0,25.0,24.0
8180,2009,28.0,28.0,26.0
8181,2009,34.0,38.0,26.0
8182,2009,29.0,32.0,27.0
8183,2009,32.0,37.0,27.0
8184,2009,31.0,37.0,27.0
8185,2009,32.0,37.0,26.0
8186,2009,32.0,37.0,27.0
8187,2009,32.0,28.0,28.0
8188,2009,25.0,35.0,25.0
8189,2009,29.0,35.0,25.0
8190,2009,30.0,37.0,28.0
8191,2009,30.0,34.0,26.0
8192,2009,29.0,36.0,28.0
8193,2009,30.0,28.0,28.0
8194,2009,32.0,38.0,27.0
8195,2009,28.0,35.0,28.0
8196,2009,30.0,39.0,26.0
8197,2009,33.0,36.0,27.0
8198,2009,27.0,36.0,26.0
8199,2009,30.0,6.0,26.0
8200,2009,30.0,36.0,25.0
8201,2009,32.0,28.0,26.0
8202,2009,29.0,40.0,32.0
8203,2009,30.0,36.0,28.0
8204,2009,29.0,34.0,26.0
8205,2009,32.0,36.0,24.0
8206,2009,30.0,7.0,27.0
8207,2009,32.0,34.0,27.0
8208,2009,34.0,38.0,29.0
8209,2009,29.0,38.0,28.0
8210,2009,30.0,35.0,26.0
8211,2009,32.0,38.0,27.0
8212,2009,26.0,33.0,24.0
8213,2009,29.0,36.0,28.0
8214,2009,30.0,36.0,28.0
8215,2009,30.0,39.0,28.0
8216,2009,29.0,36.0,28.0
8217,2009,26.0,38.0,27.0
8218,2009,30.0,34.0,27.0
8219,2009,32.0,36.0,26.0
8220,2009,28.0,32.0,28.0
8221,2009,30.0,38.0,26.0
8222,2009,32.0,38.0,26.0
8223,2009,30.0,38.0,28.0
8224,2009,30.0,6.0,30.0
8225,2009,28.0,37.0,30.0
8226,2009,30.0,34.0,27.0
8227,2009,30.0,38.0,28.0
8228,2009,33.0,40.0,28.0
8229,2009,28.0,35.0,27.0
8230,2009,30.0,6.0,26.0
8231,2009,24.0,36.0,27.0
8232,2009,25.0,38.0,28.0
8233,2009,32.0,32.0,30.0
8234,2009,32.0,36.0,27.0
8235,2009,27.0,6.0,16.0
8236,2009,30.0,40.0,31.0
8237,2009,31.0,36.0,27.0
8238,2009,28.0,34.0,26.0
8239,2009,31.0,37.0,26.0
8240,2009,30.0,36.0,26.0
8241,2009,30.0,36.0,27.0
8242,2009,28.0,38.0,26.0
8243,2009,29.0,34.0,24.0
8244,2009,30.0,40.0,26.0
8245,2009,32.0,38.0,25.0
8246,2009,30.0,34.0,28.0
8247,2009,32.0,38.0,27.0
8248,2009,27.0,35.0,29.0
8249,2009,28.0,40.0,26.0
8250,2009,32.0,40.0,27.0
8251,2009,32.0,28.0,27.0
8252,2009,34.0,38.0,27.0
8253,2009,34.0,38.0,26.0
8254,2009,32.0,36.0,26.0
8255,2009,32.0,38.0,27.0
8256,2009,34.0,38.0,27.0
8257,2009,40.0,40.0,10.0
8258,2009,30.0,34.0,26.0
8259,2009,29.0,30.0,26.0
8260,2009,32.0,36.0,26.0
8261,2009,38.0,44.0,29.0
8262,2009,32.0,38.0,28.0
8263,2009,31.0,36.0,26.0
8264,2009,32.0,40.0,26.0
8265,2009,30.0,36.0,14.0
8266,2009,30.0,36.0,25.0
8267,2009,33.0,37.0,30.0
8268,2009,33.0,6.0,28.0
8269,2009,30.0,40.0,28.0
8270,2009,33.0,39.0,29.0
8271,2009,36.0,40.0,28.0
8272,2009,30.0,40.0,28.0
8273,2009,34.0,40.0,29.0
8274,2009,30.0,40.0,29.0
8275,2009,30.0,38.0,27.0
8276,2009,32.0,38.0,27.0
8277,2009,33.0,38.0,28.0
8278,2009,32.0,38.0,28.0
8279,2009,36.0,36.0,25.0
8280,2009,32.0,10.0,29.0
8281,2009,30.0,29.0,28.0
8282,2009,34.0,40.0,28.0
8283,2009,31.0,36.0,28.0
8284,2009,32.0,38.0,29.0
8285,2009,34.0,39.0,27.0
8286,2009,34.0,38.0,28.0
8287,2009,32.0,36.0,27.0
8288,2009,32.0,40.0,29.0
8289,2009,32.0,40.0,27.0
8309,2009,30.0,35.0,29.0
8311,2009,31.0,32.0,28.0
8312,2009,32.0,32.0,28.0
8313,2009,31.0,33.0,26.0
8314,2009,28.0,34.0,25.0
8315,2009,28.0,40.0,25.0
8316,2009,30.0,35.0,26.0
8317,2009,32.0,32.0,27.0
8318,2009,34.0,39.0,28.0
8319,2009,30.0,38.0,28.0
8320,2009,34.0,39.0,27.0
8321,2009,32.0,39.0,25.0
8322,2009,33.0,38.0,26.0
8323,2009,31.0,36.0,30.0
8324,2009,30.0,36.0,27.0
8325,2009,32.0,29.0,29.0
8326,2009,28.0,9.0,26.0
8327,2009,31.0,36.0,27.0
8328,2009,30.0,36.0,27.0
8329,2009,32.0,35.0,28.0
8330,2009,29.0,36.0,30.0
8331,2009,31.0,37.0,27.0
8332,2009,30.0,37.0,27.0
8333,2009,32.0,36.0,27.0
8334,2009,31.0,36.0,26.0
8335,2009,35.0,38.0,30.0
8336,2009,30.0,36.0,26.0
8337,2009,30.0,26.0,15.0
8338,2009,30.0,35.0,27.0
8339,2009,31.0,37.0,27.0
8340,2009,31.0,39.0,27.0
8341,2009,33.0,39.0,28.0
8342,2009,19.0,6.0,15.0
8343,2009,33.0,37.0,27.0
8344,2009,32.0,6.0,27.0
8345,2009,33.0,37.0,30.0
8346,2009,30.0,38.0,28.0
8347,2009,31.0,26.0,30.0
8348,2009,30.0,35.0,28.0
8349,2009,34.0,32.0,28.0
8350,2009,31.0,36.0,26.0
8351,2009,28.0,6.0,24.0
8352,2009,31.0,40.0,25.0
8353,2009,26.0,35.0,22.0
8354,2009,31.0,37.0,24.0
8355,2009,31.0,37.0,25.0
8356,2009,28.0,37.0,27.0
8357,2009,27.0,36.0,26.0
8358,2009,29.0,37.0,24.0
8359,2009,34.0,41.0,29.0
8360,2009,31.0,33.0,25.0
8361,2009,31.0,38.0,26.0
8362,2009,31.0,37.0,27.0
8363,2009,32.0,6.0,27.0
8364,2009,38.0,44.0,32.0
8365,2009,29.0,32.0,27.0
8366,2009,30.0,43.0,27.0
8367,2009,30.0,14.0,29.0
8368,2009,30.0,36.0,26.0
8369,2009,32.0,36.0,26.0
8370,2009,30.0,32.0,27.0
8371,2009,30.0,6.0,28.0
8372,2009,32.0,40.0,28.0
8373,2009,30.0,35.0,26.0
8374,2009,31.0,31.0,26.0
8375,2009,31.0,35.0,27.0
8376,2009,33.0,36.0,27.0
8377,2009,11.0,6.0,28.0
8378,2009,30.0,45.0,25.0
8379,2009,30.0,36.0,28.0
8380,2009,33.0,36.0,27.0
8381,2009,11.0,6.0,28.0
8382,2009,30.0,45.0,25.0
8383,2009,30.0,36.0,28.0
8384,2009,31.0,40.0,28.0
8385,2009,27.0,6.0,27.0
8386,2009,29.0,29.0,26.0
8387,2009,33.0,35.0,30.0
8388,2009,31.0,37.0,27.0
8389,2009,32.0,35.0,27.0
8390,2009,31.0,34.0,27.0
8391,2009,26.0,37.0,24.0
8392,2009,6.0,6.0,17.0
8393,2009,33.0,37.0,28.0
8394,2009,32.0,34.0,24.0
8395,2009,32.0,34.0,27.0
8396,2009,30.0,38.0,28.0
8397,2009,32.0,34.0,28.0
8398,2009,26.0,6.0,26.0
8399,2009,36.0,40.0,30.0
8400,2009,34.0,35.0,28.0
8401,2009,33.0,35.0,28.0
8402,2009,30.0,35.0,27.0
8403,2009,32.0,33.0,28.0
8404,2009,32.0,40.0,29.0
8405,2009,31.0,28.0,27.0
8406,2009,30.0,38.0,26.0
8407,2009,34.0,38.0,25.0
8408,2009,36.0,40.0,28.0
8409,2009,30.0,38.0,25.0
8410,2009,33.0,30.0,28.0
8411,2009,28.0,18.0,26.0
8412,2009,32.0,35.0,28.0
8413,2009,40.0,40.0,32.0
8414,2009,29.0,38.0,28.0
8415,2009,30.0,40.0,27.0
8416,2009,30.0,40.0,27.0
8417,2009,27.0,40.0,27.0
8418,2009,28.0,34.0,25.0
8419,2009,27.0,33.0,27.0
8420,2009,28.0,28.0,27.0
8421,2009,32.0,33.0,27.0
8422,2009,31.0,35.0,28.0
8423,2009,29.0,31.0,28.0
8424,2009,30.0,35.0,25.0
8425,2009,30.0,35.0,27.0
8426,2009,33.0,28.0,27.0
8427,2009,33.0,40.0,28.0
8428,2009,10.0,6.0,17.0
8429,2009,28.0,35.0,26.0
8430,2009,28.0,35.0,25.0
8431,2009,35.0,6.0,30.0
8432,2009,34.0,6.0,16.0
8433,2009,30.0,37.0,30.0
8434,2009,33.0,33.0,32.0
8435,2009,32.0,42.0,32.0
8436,2009,27.0,10.0,28.0
8437,2009,29.0,35.0,31.0
8438,2009,30.0,37.0,28.0
8439,2009,31.0,35.0,27.0
8440,2009,32.0,34.0,27.0
8441,2009,31.0,33.0,25.0
8442,2009,31.0,34.0,28.0
8443,2009,30.0,34.0,30.0
8444,2009,31.0,6.0,30.0
8445,2009,28.0,33.0,27.0
8446,2009,32.0,38.0,27.0
8447,2009,30.0,38.0,29.0
8448,2009,32.0,40.0,27.0
8457,2009,6.0,6.0,27.0
8458,2009,31.0,6.0,28.0
8460,2009,30.0,36.0,26.0
8464,2009,32.0,36.0,25.0
8465,2009,32.0,42.0,33.0
8467,2009,32.0,36.0,29.0
8469,2009,28.0,38.0,28.0
8470,2009,34.0,42.0,31.0
8475,2009,32.0,35.0,25.0
8476,2009,35.0,40.0,30.0
8478,2009,6.0,6.0,27.0
8479,2009,30.0,36.0,29.0
8480,2009,32.0,40.0,28.0
8481,2009,32.0,38.0,28.0
8482,2009,34.0,45.0,30.0
8483,2009,36.0,40.0,28.0
8484,2009,34.0,40.0,32.0
8485,2009,32.0,35.0,27.0
8486,2009,10.0,6.0,29.0
8487,2009,32.0,28.0,30.0
8488,2009,30.0,36.0,29.0
8489,2009,32.0,37.0,28.0
8490,2009,30.0,45.0,30.0
8491,2009,30.0,6.0,15.0
8492,2009,30.0,36.0,28.0
8493,2009,31.0,37.0,28.0
8494,2009,31.0,35.0,28.0
8495,2009,34.0,45.0,28.0
8496,2009,30.0,32.0,29.0
8497,2009,30.0,36.0,26.0
8498,2009,31.0,38.0,26.0
8499,2009,32.0,39.0,29.0
8500,2009,29.0,25.0,21.0
8501,2009,31.0,38.0,25.0
8502,2009,30.0,35.0,27.0
8503,2009,26.0,30.0,26.0
8504,2009,28.0,35.0,26.0
8505,2009,34.0,30.0,30.0
8506,2009,40.0,45.0,32.0
8507,2009,33.0,39.0,28.0
8508,2009,34.0,40.0,30.0
8509,2009,34.0,40.0,28.0
8510,2009,32.0,38.0,30.0
8511,2009,32.0,34.0,29.0
8512,2009,11.0,38.0,28.0
8513,2009,32.0,39.0,16.0
8514,2009,32.0,6.0,30.0
8515,2009,34.0,42.0,28.0
8516,2009,30.0,40.0,15.0
8517,2009,29.0,37.0,25.0
8518,2009,30.0,36.0,28.0
8519,2009,30.0,35.0,27.0
8520,2009,22.0,36.0,27.0
8521,2009,31.0,36.0,28.0
8522,2009,33.0,9.0,29.0
8523,2009,30.0,37.0,26.0
8524,2009,34.0,42.0,31.0
8525,2009,34.0,41.0,35.0
8526,2009,32.0,36.0,28.0
8527,2009,30.0,36.0,28.0
8528,2009,33.0,41.0,30.0
8529,2009,29.0,33.0,25.0
8530,2009,26.0,24.0,25.0
8531,2009,28.0,36.0,27.0
8532,2009,30.0,34.0,26.0
8533,2009,26.0,32.0,14.0
8534,2009,30.0,40.0,28.0
8535,2009,28.0,34.0,28.0
8536,2009,28.0,6.0,15.0
8537,2009,30.0,37.0,28.0
8538,2009,32.0,38.0,28.0
8539,2009,30.0,24.0,14.0
8540,2009,28.0,36.0,27.0
8541,2009,26.0,32.0,25.0
8542,2009,6.0,6.0,10.0
8543,2009,26.0,37.0,28.0
8544,2009,34.0,38.0,27.0
8545,2009,28.0,34.0,26.0
8546,2009,32.0,32.0,28.0
8547,2009,24.0,30.0,24.0
8548,2009,28.0,36.0,28.0
8549,2009,28.0,28.0,26.0
8550,2009,27.0,14.0,27.0
8551,2009,30.0,40.0,28.0
8552,2009,30.0,40.0,27.0
8553,2009,30.0,36.0,28.0
8554,2009,34.0,40.0,26.0
8555,2009,30.0,6.0,15.0
8556,2009,30.0,36.0,27.0
8557,2009,36.0,40.0,26.0
8558,2009,30.0,6.0,27.0
8559,2009,30.0,38.0,28.0
8560,2009,28.0,36.0,26.0
8561,2009,32.0,36.0,26.0
8562,2009,32.0,39.0,28.0
8563,2009,28.0,38.0,26.0
8564,2009,34.0,38.0,30.0
8565,2009,30.0,39.0,27.0
8566,2009,35.0,41.0,32.0
8567,2009,32.0,36.0,28.0
8568,2009,28.0,34.0,26.0
8569,2009,30.0,28.0,26.0
8570,2009,28.0,34.0,26.0
8571,2009,34.0,38.0,28.0
8572,2009,32.0,40.0,28.0
8573,2009,31.0,38.0,27.0
8574,2009,28.0,34.0,25.0
8575,2009,30.0,36.0,26.0
8576,2009,34.0,39.0,30.0
8577,2009,32.0,40.0,30.0
8578,2009,34.0,41.0,30.0
8579,2009,32.0,38.0,29.0
8580,2009,34.0,38.0,28.0
8581,2009,30.0,38.0,36.0
8582,2009,32.0,40.0,27.0
8583,2009,32.0,6.0,6.0
8584,2009,30.0,36.0,28.0
8585,2009,28.0,37.0,27.0
8586,2010,33.0,38.0,30.0
8600,2010,34.0,38.0,29.0
8601,2010,34.0,29.0,28.0
8602,2010,33.0,38.0,27.0
8603,2010,33.0,40.0,28.0
8604,2010,34.0,38.0,28.0
8605,2010,32.0,37.0,28.0
8606,2010,34.0,40.0,27.0
8607,2010,34.0,39.0,30.0
8608,2010,34.0,39.0,29.0
8609,2010,35.0,38.0,27.0
8610,2010,35.0,39.0,29.0
8611,2010,33.0,38.0,28.0
8612,2010,33.0,38.0,29.0
8613,2010,33.0,38.0,27.0
8614,2010,33.0,37.0,28.0
8615,2010,33.0,40.0,28.0
8616,2010,34.0,29.0,28.0
8617,2010,15.0,39.0,28.0
8618,2010,32.0,35.0,27.0
8619,2010,30.0,38.0,28.0
8620,2010,31.0,34.0,28.0
8621,2010,32.0,38.0,27.0
8622,2010,32.0,34.0,26.0
8623,2010,31.0,38.0,27.0
8624,2010,30.0,38.0,28.0
8625,2010,32.0,36.0,28.0
8626,2010,12.0,6.0,17.0
8627,2010,31.0,36.0,28.0
8628,2010,33.0,41.0,29.0
8629,2010,30.0,36.0,28.0
8630,2010,30.0,37.0,27.0
8631,2010,31.0,37.0,27.0
8632,2010,33.0,37.0,27.0
8633,2010,31.0,30.0,29.0
8634,2010,32.0,39.0,26.0
8635,2010,33.0,36.0,28.0
8636,2010,32.0,28.0,28.0
8637,2010,33.0,37.0,28.0
8638,2010,34.0,38.0,29.0
8639,2010,33.0,36.0,26.0
8640,2010,33.0,38.0,27.0
8641,2010,32.0,38.0,28.0
8642,2010,33.0,39.0,28.0
8643,2010,31.0,37.0,27.0
8644,2010,32.0,38.0,27.0
8645,2010,31.0,40.0,28.0
8646,2010,32.0,40.0,28.0
8647,2010,34.0,34.0,29.0
8658,2010,25.0,20.0,23.0
8659,2010,28.0,35.0,25.0
8660,2010,30.0,37.0,27.0
8661,2010,33.0,36.0,26.0
8662,2010,32.0,38.0,15.0
8663,2010,33.0,34.0,26.0
8664,2010,31.0,35.0,25.0
8665,2010,38.0,40.0,30.0
8666,2010,30.0,34.0,25.0
8667,2010,31.0,36.0,25.0
8668,2010,28.0,36.0,23.0
8669,2010,30.0,36.0,22.0
8670,2010,26.0,35.0,27.0
8671,2010,28.0,33.0,25.0
8672,2010,30.0,37.0,26.0
8673,2010,31.0,38.0,25.0
8674,2010,32.0,36.0,30.0
8675,2010,30.0,38.0,28.0
8676,2010,30.0,36.0,26.0
8677,2010,29.0,34.0,25.0
8678,2010,30.0,37.0,25.0
8679,2010,28.0,35.0,27.0
8680,2010,31.0,36.0,25.0
8681,2010,30.0,36.0,25.0
8682,2010,33.0,36.0,26.0
8683,2010,30.0,39.0,25.0
8684,2010,27.0,27.0,23.0
8685,2010,28.0,35.0,22.0
8686,2010,35.0,38.0,29.0
8687,2010,32.0,39.0,27.0
8688,2010,33.0,42.0,29.0
8689,2010,34.0,40.0,26.0
8690,2010,27.0,36.0,27.0
8691,2010,31.0,35.0,25.0
8700,2010,32.0,39.0,28.0
8701,2010,29.0,6.0,27.0
8702,2010,32.0,38.0,27.0
8703,2010,33.0,6.0,27.0
8704,2010,33.0,38.0,28.0
8705,2010,30.0,37.0,28.0
8706,2010,32.0,38.0,27.0
8707,2010,32.0,39.0,27.0
8708,2010,33.0,39.0,28.0
8709,2010,33.0,38.0,28.0
8710,2010,28.0,39.0,24.0
8711,2010,34.0,39.0,28.0
8712,2010,33.0,39.0,28.0
8713,2010,11.0,6.0,28.0
8714,2010,30.0,6.0,29.0
8715,2010,36.0,14.0,28.0
8716,2010,33.0,39.0,29.0
8717,2010,31.0,38.0,28.0
8718,2010,30.0,40.0,29.0
8719,2010,33.0,40.0,28.0
8720,2010,29.0,36.0,26.0
8721,2010,28.0,6.0,28.0
8722,2010,29.0,6.0,7.0
8723,2010,31.0,40.0,28.0
8724,2010,33.0,39.0,29.0
8725,2010,32.0,7.0,27.0
8726,2010,33.0,39.0,27.0
8737,2010,29.0,34.0,26.0
8738,2010,29.0,32.0,24.0
8739,2010,29.0,34.0,26.0
8740,2010,31.0,34.0,26.0
8741,2010,28.0,34.0,27.0
8742,2010,29.0,33.0,26.0
8743,2010,31.0,38.0,26.0
8744,2010,26.0,32.0,24.0
8745,2010,29.0,34.0,26.0
8746,2010,29.0,32.0,24.0
8747,2010,30.0,34.0,26.0
8748,2010,29.0,24.0,26.0
8749,2010,31.0,34.0,26.0
8750,2010,31.0,34.0,25.0
8751,2010,26.0,24.0,24.0
8752,2010,30.0,26.0,26.0
8753,2010,30.0,35.0,26.0
8754,2010,28.0,33.0,26.0
8755,2010,26.0,30.0,24.0
8756,2010,30.0,35.0,26.0
8757,2010,26.0,6.0,12.0
8758,2010,29.0,32.0,26.0
8759,2010,29.0,24.0,26.0
8760,2010,28.0,30.0,23.0
8761,2010,27.0,32.0,23.0
8762,2010,28.0,34.0,24.0
8763,2010,28.0,32.0,24.0
8764,2010,28.0,34.0,24.0
8765,2010,32.0,34.0,26.0
8766,2010,26.0,22.0,15.0
8767,2010,28.0,26.0,26.0
8768,2010,16.0,6.0,9.0
8769,2010,29.0,34.0,26.0
8776,2010,32.0,34.0,24.0
8777,2010,33.0,35.0,25.0
8778,2010,30.0,32.0,23.0
8779,2010,32.0,33.0,22.0
8780,2010,32.0,36.0,25.0
8781,2010,32.0,35.0,25.0
8782,2010,29.0,31.0,22.0
8783,2010,30.0,32.0,25.0
8784,2010,30.0,33.0,22.0
8785,2010,36.0,38.0,24.0
8786,2010,33.0,35.0,24.0
8787,2010,30.0,32.0,24.0
8788,2010,32.0,40.0,24.0
8789,2010,34.0,40.0,28.0
8790,2010,31.0,34.0,25.0
8791,2010,28.0,30.0,19.0
8792,2010,32.0,34.0,25.0
8793,2010,30.0,30.0,21.0
8794,2010,33.0,34.0,20.0
8795,2010,30.0,30.0,24.0
8796,2010,32.0,32.0,24.0
8797,2010,32.0,33.0,24.0
8798,2010,33.0,34.0,25.0
8799,2010,32.0,33.0,25.0
8800,2010,31.0,33.0,24.0
8801,2010,32.0,34.0,24.0
8802,2010,31.0,31.0,22.0
8803,2010,30.0,31.0,23.0
8804,2010,28.0,32.0,26.0
8805,2010,26.0,6.0,23.0
8806,2010,33.0,37.0,23.0
8807,2010,33.0,36.0,24.0
8808,2010,32.0,6.0,6.0
8809,2010,33.0,6.0,6.0
8810,2010,30.0,30.0,24.0
8811,2010,32.0,34.0,24.0
8812,2010,34.0,33.0,23.0
8813,2010,40.0,40.0,30.0
8814,2010,33.0,35.0,25.0
8815,2010,31.0,34.0,24.0
8816,2010,32.0,35.0,25.0
8817,2010,35.0,34.0,22.0
8818,2010,32.0,34.0,22.0
8819,2010,32.0,35.0,23.0
8820,2010,33.0,34.0,24.0
8821,2010,32.0,36.0,23.0
8822,2010,17.0,36.0,23.0
8823,2010,33.0,37.0,23.0
8824,2010,32.0,33.0,24.0
8825,2010,31.0,33.0,23.0
8826,2010,34.0,36.0,22.0
8827,2010,32.0,36.0,24.0
8828,2010,33.0,35.0,23.0
8829,2010,32.0,36.0,23.0
8830,2010,32.0,33.0,22.0
8831,2010,35.0,35.0,23.0
8832,2010,32.0,34.0,23.0
8833,2010,34.0,34.0,23.0
8834,2010,32.0,34.0,24.0
8835,2010,32.0,34.0,23.0
8836,2010,32.0,35.0,23.0
8837,2010,30.0,30.0,21.0
8838,2010,32.0,33.0,25.0
8839,2010,33.0,35.0,24.0
8840,2010,28.0,32.0,22.0
8841,2010,32.0,36.0,23.0
8842,2010,32.0,6.0,23.0
8861,2010,34.0,34.0,24.0
8862,2010,36.0,35.0,25.0
8863,2010,33.0,35.0,24.0
8864,2010,32.0,32.0,24.0
8865,2010,35.0,36.0,23.0
8866,2010,35.0,36.0,24.0
8867,2010,30.0,32.0,24.0
8868,2010,35.0,22.0,25.0
8869,2010,33.0,36.0,25.0
8870,2010,36.0,33.0,24.0
8871,2010,33.0,34.0,24.0
8872,2010,34.0,35.0,21.0
8873,2010,32.0,35.0,24.0
8874,2010,34.0,34.0,25.0
8875,2010,15.0,6.0,23.0
8876,2010,32.0,35.0,23.0
8877,2010,33.0,34.0,24.0
8878,2010,34.0,35.0,24.0
8879,2010,32.0,34.0,24.0
8880,2010,31.0,31.0,24.0
8881,2010,35.0,32.0,23.0
8882,2010,35.0,33.0,25.0
8883,2010,36.0,36.0,25.0
8884,2010,29.0,34.0,24.0
8885,2010,44.0,45.0,25.0
8886,2010,37.0,35.0,24.0
8887,2010,32.0,36.0,25.0
8888,2010,34.0,32.0,25.0
8889,2010,30.0,34.0,24.0
8890,2010,35.0,38.0,25.0
8891,2010,29.0,6.0,6.0
8892,2010,31.0,6.0,25.0
8893,2010,31.0,33.0,24.0
8894,2010,32.0,36.0,22.0
8895,2010,29.0,34.0,23.0
8896,2010,30.0,38.0,24.0
8897,2010,30.0,35.0,22.0
8898,2010,32.0,32.0,24.0
8899,2010,30.0,34.0,25.0
8900,2010,32.0,36.0,28.0
8901,2010,35.0,34.0,24.0
8902,2010,29.0,34.0,24.0
8903,2010,36.0,34.0,25.0
8904,2010,34.0,22.0,25.0
8905,2010,36.0,38.0,25.0
8906,2010,31.0,32.0,22.0
8907,2010,34.0,28.0,24.0
8908,2010,32.0,38.0,26.0
8909,2010,36.0,39.0,26.0
8910,2010,34.0,35.0,22.0
8911,2010,30.0,31.0,21.0
8912,2010,31.0,6.0,6.0
8913,2010,31.0,32.0,21.0
8914,2010,30.0,33.0,22.0
8915,2010,30.0,30.0,22.0
8916,2010,28.0,33.0,22.0
8917,2010,31.0,35.0,23.0
8918,2010,30.0,35.0,22.0
8919,2010,32.0,36.0,22.0
8920,2010,36.0,35.0,24.0
8921,2010,33.0,32.0,26.0
8922,2010,35.0,36.0,25.0
8923,2010,36.0,38.0,22.0
8924,2010,36.0,36.0,26.0
8943,2010,35.0,38.0,25.0
8944,2010,37.0,34.0,24.0
8945,2010,33.0,43.0,25.0
8946,2010,30.0,42.0,24.0
8947,2010,23.0,34.0,7.0
8948,2010,34.0,43.0,24.0
8949,2010,37.0,43.0,23.0
8950,2010,18.0,7.0,25.0
8951,2010,34.0,43.0,23.0
8952,2010,32.0,8.0,7.0
8953,2010,33.0,41.0,23.0
8954,2010,34.0,38.0,24.0
8955,2010,31.0,8.0,25.0
8956,2010,34.0,38.0,25.0
8957,2010,34.0,40.0,24.0
8958,2010,31.0,27.0,25.0
8959,2010,35.0,43.0,25.0
8960,2010,35.0,41.0,25.0
8961,2010,32.0,32.0,26.0
8962,2010,31.0,36.0,24.0
8963,2010,31.0,30.0,24.0
8964,2010,39.0,45.0,27.0
8965,2010,34.0,37.0,23.0
8966,2010,35.0,32.0,24.0
8967,2010,33.0,42.0,25.0
8968,2010,34.0,41.0,26.0
8969,2010,34.0,43.0,24.0
8970,2010,37.0,38.0,25.0
8971,2010,35.0,41.0,24.0
8972,2010,35.0,37.0,23.0
8973,2010,33.0,43.0,23.0
8974,2010,36.0,38.0,23.0
8975,2010,37.0,40.0,23.0
8976,2010,34.0,43.0,25.0
8977,2010,36.0,39.0,25.0
8978,2010,37.0,38.0,25.0
8979,2010,17.0,7.0,10.0
8980,2010,34.0,43.0,24.0
8981,2010,30.0,36.0,24.0
8982,2010,35.0,30.0,23.0
8983,2010,36.0,37.0,24.0
8984,2010,35.0,37.0,24.0
8985,2010,32.0,38.0,23.0
8986,2010,33.0,36.0,23.0
8987,2010,34.0,40.0,24.0
8988,2010,35.0,37.0,26.0
8989,2010,32.0,40.0,23.0
8990,2010,31.0,44.0,24.0
8991,2010,37.0,39.0,26.0
8992,2010,35.0,37.0,24.0
8993,2010,35.0,42.0,22.0
8994,2010,36.0,36.0,24.0
8995,2010,34.0,39.0,23.0
8996,2010,34.0,42.0,24.0
8997,2010,34.0,36.0,24.0
8998,2010,34.0,38.0,24.0
8999,2010,38.0,41.0,25.0
9000,2010,31.0,42.0,24.0
9001,2010,33.0,36.0,25.0
9002,2010,34.0,40.0,24.0
9003,2010,36.0,41.0,24.0
9018,2010,34.0,39.0,28.0
