Run accession,Label,Year,Ceftazidim,Ciprofloxacin,Gentamicin
ERR4036466,other,2016,24.0,36.0,21.0
ERR4036470,other,2016,30.0,41.0,25.0
ERR4036478,other,2016,26.0,38.0,22.0
ERR4036479,other,2016,40.0,41.0,25.0
ERR4036484,other,2016,24.0,6.0,19.0
ERR4036488,other,2016,24.0,28.0,24.0
ERR4036490,other,2016,26.0,32.0,24.0
ERR4036492,other,2016,26.0,24.0,18.0
ERR4036507,other,2016,28.0,30.0,23.0
ERR4036514,other,2016,26.0,35.0,22.0
ERR4036516,other,2016,27.0,27.0,20.0
ERR4036526,other,2016,26.0,37.0,23.0
ERR4036539,other,2016,17.0,13.0,13.0
ERR4036540,other,2016,26.0,30.0,21.0
ERR4036542,other,2016,10.0,26.0,24.0
ERR4036551,other,2016,27.0,33.0,22.0
ERR4036553,other,2016,24.0,6.0,23.0
ERR4036563,other,2016,28.0,29.0,23.0
ERR4036572,other,2016,27.0,30.0,21.0
ERR4036574,131-C,2016,6.0,6.0,10.0
ERR4036575,other,2016,29.0,40.0,23.0
ERR4036576,other,2016,24.0,33.0,21.0
ERR4036585,131-C,2016,11.0,6.0,19.0
ERR4036587,other,2016,30.0,28.0,19.0
ERR4036255,other,2016,27.0,32.0,25.0
ERR4036258,other,2016,25.0,8.0,21.0
ERR4036262,other,2016,23.0,30.0,19.0
ERR4036264,other,2016,21.0,35.0,22.0
ERR4036268,other,2016,11.0,22.0,21.0
ERR4036285,other,2016,23.0,6.0,21.0
ERR4036287,other,2016,28.0,35.0,26.0
ERR4036290,other,2016,26.0,32.0,22.0
ERR4036294,other,2016,25.0,34.0,21.0
ERR4036296,other,2016,20.0,27.0,22.0
ERR4036300,other,2016,28.0,6.0,24.0
ERR4036222,other,2016,25.0,33.0,21.0
ERR4036629,other,2016,25.0,35.0,23.0
ERR4036637,other,2016,27.0,30.0,24.0
ERR4036644,other,2016,28.0,34.0,24.0
ERR4036771,other,2016,25.0,34.0,19.0
ERR4036806,other,2016,28.0,36.0,19.0
ERR4036836,other,2016,29.0,36.0,23.0
ERR4036653,other,2016,25.0,26.0,19.0
ERR4036866,other,2016,28.0,32.0,21.0
ERR4036921,other,2016,28.0,38.0,22.0
ERR4036949,other,2016,26.0,32.0,19.0
ERR4036953,other,2016,29.0,34.0,23.0
ERR4036981,131-C,2016,24.0,6.0,19.0
ERR4036984,other,2016,26.0,36.0,23.0
ERR4037013,other,2016,25.0,31.0,18.0
ERR4037017,other,2016,24.0,36.0,24.0
ERR4036658,other,2016,25.0,31.0,18.0
ERR4037139,other,2016,28.0,39.0,24.0
ERR4037172,other,2016,27.0,30.0,22.0
ERR4037047,other,2016,26.0,32.0,22.0
ERR4037206,other,2016,27.0,34.0,21.0
ERR4037236,other,2016,27.0,38.0,21.0
ERR4037270,other,2016,12.0,6.0,22.0
ERR4037304,other,2016,27.0,34.0,21.0
ERR4037337,other,2016,25.0,31.0,23.0
ERR4037401,other,2016,22.0,29.0,21.0
ERR4037076,other,2016,28.0,33.0,23.0
ERR4037080,other,2016,29.0,34.0,23.0
ERR4037110,other,2016,27.0,34.0,20.0
ERR4037114,other,2016,29.0,39.0,24.0
ERR4037415,other,2016,25.0,30.0,23.0
ERR4037420,other,2016,15.0,26.0,6.0
ERR4037421,other,2016,27.0,35.0,22.0
ERR4037422,other,2016,26.0,32.0,20.0
ERR4037459,other,2016,26.0,25.0,6.0
ERR4037467,other,2016,27.0,34.0,23.0
ERR4037475,131-C,2016,17.0,6.0,21.0
ERR4037483,other,2016,27.0,34.0,22.0
ERR4037490,other,2016,26.0,30.0,21.0
ERR4037498,other,2016,24.0,32.0,20.0
ERR4037506,other,2016,24.0,30.0,20.0
ERR4034086,other,2015,26.0,28.0,19.0
ERR4034093,other,2015,24.0,30.0,20.0
ERR4034101,other,2015,24.0,30.0,19.0
ERR4034104,other,2015,25.0,29.0,23.0
ERR4034114,other,2015,26.0,30.0,18.0
ERR4034126,other,2015,27.0,29.0,19.0
ERR4034129,other,2015,26.0,33.0,21.0
ERR4034039,other,2015,26.0,33.0,24.0
ERR4034150,other,2015,24.0,28.0,18.0
ERR4034165,other,2015,23.0,16.0,18.0
ERR4034168,other,2015,26.0,33.0,21.0
ERR4034189,other,2015,26.0,32.0,19.0
ERR4034208,other,2015,26.0,30.0,19.0
ERR4034227,131-C,2015,15.0,6.0,23.0
ERR4034232,other,2015,27.0,30.0,17.0
ERR4034233,other,2015,30.0,32.0,22.0
ERR4034242,131-C,2015,12.0,6.0,6.0
ERR4034248,other,2015,23.0,32.0,17.0
ERR4034256,other,2015,27.0,31.0,20.0
ERR4034277,other,2015,27.0,31.0,20.0
ERR4034281,other,2015,28.0,36.0,20.0
ERR4034288,other,2015,28.0,31.0,20.0
ERR4034291,other,2015,27.0,33.0,20.0
ERR4034050,other,2015,26.0,29.0,18.0
ERR4034065,other,2015,26.0,30.0,20.0
ERR4034083,other,2015,26.0,30.0,19.0
ERR4034522,other,2015,28.0,32.0,24.0
ERR4034551,other,2015,26.0,30.0,23.0
ERR4034579,other,2015,25.0,32.0,25.0
ERR4034607,other,2015,27.0,31.0,26.0
ERR4034787,other,2015,27.0,33.0,21.0
ERR4034693,other,2015,25.0,38.0,20.0
ERR4034794,other,2015,26.0,32.0,19.0
ERR4034798,other,2015,28.0,33.0,21.0
ERR4034814,other,2015,27.0,32.0,24.0
ERR4034815,other,2015,27.0,33.0,20.0
ERR4034819,other,2015,26.0,35.0,20.0
ERR4034696,other,2015,27.0,32.0,19.0
ERR4034826,131-C,2015,23.0,6.0,19.0
ERR4034830,other,2015,27.0,32.0,20.0
ERR4034846,other,2015,25.0,34.0,23.0
ERR4034847,other,2015,27.0,33.0,20.0
ERR4034851,other,2015,26.0,31.0,20.0
ERR4034858,other,2015,24.0,31.0,19.0
ERR4034700,other,2015,25.0,34.0,18.0
ERR4034862,other,2015,6.0,6.0,7.0
ERR4034875,other,2015,32.0,45.0,32.0
ERR4034880,other,2015,27.0,32.0,18.0
ERR4034883,other,2015,28.0,31.0,20.0
ERR4034884,other,2015,26.0,23.0,20.0
ERR4034887,other,2015,25.0,26.0,6.0
ERR4034891,other,2015,29.0,32.0,20.0
ERR4034907,other,2015,22.0,28.0,6.0
ERR4034915,other,2015,26.0,33.0,20.0
ERR4034916,other,2015,28.0,35.0,20.0
ERR4034919,other,2015,10.0,6.0,19.0
ERR4034935,other,2015,24.0,32.0,24.0
ERR4034943,other,2015,26.0,40.0,20.0
ERR4034944,other,2015,28.0,35.0,19.0
ERR4034947,other,2015,27.0,35.0,19.0
ERR4034951,other,2015,27.0,33.0,20.0
ERR4034955,other,2015,27.0,26.0,19.0
ERR4034960,other,2015,26.0,29.0,19.0
ERR4034964,other,2015,31.0,37.0,20.0
ERR4034987,other,2015,26.0,37.0,19.0
ERR4034988,other,2015,26.0,32.0,18.0
ERR4034991,other,2015,26.0,32.0,19.0
ERR4034992,other,2015,28.0,27.0,22.0
ERR4034996,other,2015,28.0,37.0,21.0
ERR4035019,other,2015,28.0,25.0,20.0
ERR4035020,other,2015,27.0,35.0,20.0
ERR4035024,other,2015,27.0,34.0,19.0
ERR4035028,other,2015,29.0,34.0,20.0
ERR4035048,other,2015,26.0,41.0,20.0
ERR4035052,other,2015,26.0,33.0,19.0
ERR4035053,other,2015,25.0,32.0,16.0
ERR4035057,other,2015,30.0,15.0,21.0
ERR4035061,other,2015,30.0,6.0,21.0
ERR4034725,131-C,2015,26.0,6.0,6.0
ERR4034728,other,2015,27.0,34.0,20.0
ERR4034732,other,2015,29.0,36.0,21.0
ERR4034758,other,2015,26.0,33.0,20.0
ERR4034761,other,2015,28.0,41.0,19.0
ERR4034765,other,2015,25.0,36.0,22.0
ERR4034781,other,2015,25.0,34.0,25.0
ERR4035169,other,2015,28.0,32.0,22.0
ERR4035077,other,2015,26.0,40.0,18.0
ERR4035191,other,2015,26.0,30.0,22.0
ERR4035198,other,2015,26.0,32.0,23.0
ERR4035220,other,2015,24.0,30.0,22.0
ERR4035224,other,2015,24.0,30.0,19.0
ERR4035082,other,2015,28.0,32.0,22.0
ERR4035231,other,2015,26.0,29.0,22.0
ERR4035252,other,2015,27.0,34.0,6.0
ERR4035256,other,2015,25.0,32.0,18.0
ERR4035284,other,2015,27.0,30.0,23.0
ERR4035288,other,2015,23.0,27.0,17.0
ERR4035291,other,2015,24.0,35.0,21.0
ERR4035104,other,2015,26.0,31.0,21.0
ERR4035105,other,2015,26.0,32.0,22.0
ERR4035108,other,2015,28.0,30.0,23.0
ERR4035134,other,2015,26.0,31.0,19.0
ERR4035137,other,2015,25.0,29.0,22.0
ERR4035553,other,2015,22.0,34.0,20.0
ERR4035556,other,2015,27.0,31.0,20.0
ERR4035557,other,2015,27.0,31.0,17.0
ERR4035559,other,2015,26.0,32.0,19.0
ERR4035563,131-C,2015,16.0,6.0,6.0
ERR4035567,other,2015,28.0,40.0,24.0
ERR4035582,other,2015,26.0,39.0,18.0
ERR4035459,131-C,2015,22.0,6.0,6.0
ERR4035586,other,2015,24.0,7.0,6.0
ERR4035588,other,2015,30.0,34.0,24.0
ERR4035589,other,2015,12.0,19.0,16.0
ERR4035592,other,2015,29.0,34.0,25.0
ERR4035460,131-C,2015,26.0,6.0,6.0
ERR4035596,other,2015,30.0,12.0,24.0
ERR4035614,other,2015,24.0,36.0,24.0
ERR4035616,other,2015,28.0,32.0,22.0
ERR4035620,other,2015,28.0,32.0,25.0
ERR4035621,other,2015,24.0,28.0,20.0
ERR4035624,other,2015,28.0,23.0,34.0
ERR4035644,other,2015,26.0,34.0,23.0
ERR4035646,other,2015,25.0,34.0,18.0
ERR4035648,other,2015,6.0,30.0,26.0
ERR4035652,other,2015,30.0,39.0,24.0
ERR4035653,other,2015,15.0,30.0,18.0
ERR4035677,other,2015,30.0,30.0,22.0
ERR4035678,other,2015,25.0,32.0,19.0
ERR4035681,other,2015,30.0,38.0,24.0
ERR4035682,other,2015,23.0,30.0,17.0
ERR4035685,other,2015,28.0,37.0,24.0
ERR4035705,other,2015,26.0,32.0,22.0
ERR4035709,other,2015,25.0,23.0,8.0
ERR4035710,other,2015,26.0,31.0,19.0
ERR4035711,other,2015,22.0,6.0,10.0
ERR4035714,other,2015,27.0,32.0,21.0
ERR4035729,other,2015,28.0,33.0,23.0
ERR4035733,other,2015,25.0,30.0,23.0
ERR4035474,other,2015,29.0,32.0,23.0
ERR4035737,other,2015,26.0,30.0,26.0
ERR4035741,other,2015,27.0,24.0,9.0
ERR4035742,other,2015,25.0,33.0,18.0
ERR4035746,other,2015,25.0,30.0,20.0
ERR4035758,other,2015,28.0,32.0,24.0
ERR4035762,other,2015,29.0,25.0,22.0
ERR4035766,other,2015,29.0,37.0,25.0
ERR4035770,other,2015,30.0,34.0,26.0
ERR4035478,other,2015,23.0,30.0,20.0
ERR4035779,other,2015,26.0,31.0,20.0
ERR4035783,other,2015,24.0,28.0,19.0
ERR4035787,other,2015,25.0,30.0,19.0
ERR4035810,other,2015,25.0,30.0,19.0
ERR4035482,other,2015,28.0,31.0,24.0
ERR4035815,other,2015,12.0,30.0,9.0
ERR4035819,other,2015,24.0,24.0,19.0
ERR4035829,other,2015,33.0,45.0,24.0
ERR4035449,other,2015,30.0,36.0,24.0
ERR4035488,other,2015,26.0,35.0,17.0
ERR4035491,other,2015,25.0,32.0,19.0
ERR4035492,other,2015,24.0,32.0,18.0
ERR4035498,other,2015,30.0,36.0,26.0
ERR4035502,other,2015,25.0,33.0,25.0
ERR4035506,other,2015,26.0,30.0,22.0
ERR4035520,other,2015,24.0,30.0,19.0
ERR4035523,other,2015,27.0,29.0,19.0
ERR4035524,other,2015,26.0,30.0,18.0
ERR4035453,other,2015,30.0,10.0,23.0
ERR4035526,other,2015,30.0,30.0,22.0
ERR4035530,other,2015,26.0,30.0,24.0
ERR4035534,other,2015,28.0,38.0,23.0
ERR4035454,other,2015,28.0,31.0,23.0
ERR4035935,other,2015,27.0,32.0,21.0
ERR4035940,other,2015,25.0,27.0,21.0
ERR4035842,other,2015,28.0,35.0,22.0
ERR4035968,other,2015,26.0,34.0,22.0
ERR4035972,other,2015,29.0,37.0,24.0
ERR4036000,other,2015,31.0,34.0,25.0
ERR4036004,131-C,2015,14.0,6.0,7.0
ERR4036033,other,2015,26.0,35.0,21.0
ERR4036037,other,2015,25.0,35.0,22.0
ERR4036054,other,2015,27.0,36.0,23.0
ERR4036062,other,2015,31.0,36.0,23.0
ERR4036070,other,2015,29.0,35.0,23.0
ERR4036127,other,2015,27.0,35.0,24.0
ERR4036131,other,2015,28.0,39.0,24.0
ERR4036160,other,2015,28.0,37.0,23.0
ERR4036164,other,2015,27.0,37.0,22.0
ERR4036196,131-C,2015,16.0,6.0,8.0
ERR4035871,other,2015,26.0,32.0,21.0
ERR4035875,other,2015,28.0,36.0,23.0
ERR4035903,other,2015,28.0,32.0,22.0
ERR4035907,other,2015,28.0,36.0,22.0
ERR4035838,other,2015,29.0,34.0,23.0
ERR4036214,other,2015,27.0,37.0,19.0
ERR4036315,other,2015,25.0,35.0,24.0
ERR4036344,131-C,2015,15.0,6.0,24.0
ERR4036348,other,2015,26.0,38.0,25.0
ERR4036376,131-C,2015,23.0,6.0,10.0
ERR4036380,other,2015,26.0,33.0,24.0
ERR4036408,other,2015,19.0,36.0,22.0
ERR4036410,other,2015,24.0,26.0,22.0
ERR4036412,131-C,2015,28.0,6.0,10.0
ERR4036416,other,2015,28.0,34.0,19.0
ERR4036435,other,2015,25.0,35.0,22.0
ERR4036439,other,2015,25.0,28.0,18.0
ERR4036441,other,2015,28.0,35.0,24.0
ERR4036442,other,2015,28.0,39.0,25.0
ERR4036444,other,2015,24.0,32.0,22.0
ERR4036449,other,2015,25.0,32.0,22.0
ERR4036462,131-C,2015,10.0,6.0,6.0
ERR4036473,other,2015,26.0,37.0,23.0
ERR4036477,other,2015,26.0,38.0,23.0
ERR4036481,other,2015,25.0,35.0,24.0
ERR4036505,other,2015,26.0,38.0,23.0
ERR4036509,other,2015,28.0,37.0,23.0
ERR4036513,other,2015,27.0,27.0,24.0
ERR4036534,other,2015,31.0,39.0,24.0
ERR4036538,other,2015,24.0,28.0,25.0
ERR4036247,other,2015,35.0,38.0,26.0
ERR4036566,other,2015,27.0,40.0,24.0
ERR4036570,other,2015,24.0,37.0,24.0
ERR4036251,other,2015,35.0,31.0,25.0
ERR4036218,other,2015,30.0,33.0,25.0
ERR4036279,other,2015,23.0,35.0,25.0
ERR4036283,other,2015,26.0,31.0,25.0
ERR4036311,other,2015,25.0,32.0,24.0
ERR4036651,other,2015,28.0,6.0,10.0
ERR4036760,other,2015,25.0,31.0,20.0
ERR4036763,other,2015,27.0,32.0,21.0
ERR4036768,other,2015,27.0,34.0,6.0
ERR4036791,other,2015,26.0,32.0,21.0
ERR4036795,other,2015,26.0,33.0,21.0
ERR4036799,other,2015,27.0,31.0,21.0
ERR4036823,other,2015,28.0,37.0,19.0
ERR4036828,other,2015,26.0,34.0,20.0
ERR4036831,other,2015,30.0,38.0,20.0
ERR4036670,other,2015,27.0,37.0,18.0
ERR4036855,other,2015,24.0,32.0,18.0
ERR4036859,other,2015,28.0,32.0,20.0
ERR4036673,other,2015,28.0,36.0,20.0
ERR4036888,other,2015,25.0,38.0,21.0
ERR4036917,other,2015,26.0,34.0,24.0
ERR4036678,other,2015,26.0,36.0,20.0
ERR4036944,other,2015,26.0,33.0,19.0
ERR4036950,other,2015,28.0,38.0,24.0
ERR4036976,other,2015,26.0,37.0,20.0
ERR4036980,other,2015,27.0,36.0,24.0
ERR4037010,other,2015,25.0,32.0,17.0
ERR4037012,other,2015,28.0,35.0,24.0
ERR4036698,other,2015,28.0,33.0,21.0
ERR4036702,other,2015,26.0,28.0,20.0
ERR4036705,other,2015,27.0,33.0,21.0
ERR4036731,other,2015,26.0,31.0,19.0
ERR4036735,other,2015,28.0,31.0,20.0
ERR4036739,131-C,2015,26.0,6.0,21.0
ERR4037135,other,2015,25.0,32.0,24.0
ERR4037043,other,2015,11.0,6.0,8.0
ERR4037162,other,2015,27.0,30.0,22.0
ERR4037168,other,2015,28.0,34.0,24.0
ERR4037192,other,2015,23.0,6.0,10.0
ERR4037201,other,2015,30.0,32.0,22.0
ERR4037224,other,2015,26.0,34.0,24.0
ERR4037032,other,2015,26.0,26.0,16.0
ERR4037232,other,2015,30.0,37.0,24.0
ERR4037265,other,2015,28.0,32.0,26.0
ERR4037300,other,2015,25.0,40.0,21.0
ERR4037334,other,2015,27.0,34.0,21.0
ERR4037363,other,2015,27.0,30.0,24.0
ERR4037065,other,2015,26.0,34.0,22.0
ERR4037397,other,2015,28.0,31.0,21.0
ERR4037072,other,2015,30.0,38.0,24.0
ERR4037098,131-C,2015,14.0,6.0,9.0
ERR4037106,other,2015,27.0,40.0,24.0
ERR4037129,other,2015,25.0,37.0,23.0
ERR4037450,131-C,2015,26.0,6.0,21.0
ERR4037451,other,2015,26.0,27.0,20.0
ERR4037457,other,2015,26.0,30.0,20.0
ERR4037458,131-C,2015,17.0,6.0,21.0
ERR4037465,other,2015,20.0,30.0,20.0
ERR4037466,other,2015,27.0,36.0,21.0
ERR4037472,other,2015,13.0,28.0,21.0
ERR4037473,other,2015,25.0,34.0,18.0
ERR4037474,other,2015,24.0,28.0,24.0
ERR4037480,other,2015,24.0,27.0,18.0
ERR4037482,other,2015,26.0,33.0,23.0
ERR4037488,other,2015,26.0,23.0,22.0
ERR4037489,other,2015,29.0,6.0,24.0
ERR4037495,other,2015,26.0,30.0,21.0
ERR4037496,131-C,2015,26.0,6.0,9.0
ERR4037497,other,2015,28.0,32.0,20.0
ERR4037503,other,2015,26.0,36.0,21.0
ERR4037504,other,2015,24.0,34.0,20.0
ERR4037505,other,2015,28.0,38.0,22.0
ERR4037511,other,2015,25.0,35.0,22.0
ERR4037512,other,2015,23.0,28.0,20.0
ERR4037513,other,2015,23.0,30.0,25.0
ERR4037519,other,2015,26.0,29.0,22.0
ERR4037520,131-C,2015,26.0,6.0,23.0
ERR4037441,other,2015,26.0,30.0,20.0
ERR4037442,other,2015,26.0,32.0,22.0
ERR4037443,other,2015,26.0,32.0,22.0
ERR4037449,other,2015,23.0,30.0,20.0
ERR4034090,other,2014,15.0,25.0,6.0
ERR4034098,other,2014,27.0,28.0,18.0
ERR4034119,131-C,2014,26.0,6.0,20.0
ERR4034122,other,2014,27.0,35.0,21.0
ERR4034144,other,2014,26.0,34.0,21.0
ERR4034147,other,2014,26.0,25.0,19.0
ERR4034159,other,2014,28.0,36.0,20.0
ERR4034162,other,2014,26.0,33.0,18.0
ERR4034183,other,2014,25.0,31.0,20.0
ERR4034186,other,2014,26.0,34.0,20.0
ERR4034202,131-C,2014,26.0,6.0,20.0
ERR4034205,other,2014,25.0,35.0,19.0
ERR4034226,131-C,2014,16.0,6.0,22.0
ERR4034229,other,2014,28.0,6.0,21.0
ERR4034230,other,2014,30.0,29.0,21.0
ERR4034236,other,2014,27.0,29.0,10.0
ERR4034239,other,2014,12.0,6.0,9.0
ERR4034046,other,2014,28.0,35.0,18.0
ERR4034250,other,2014,27.0,32.0,18.0
ERR4034253,other,2014,18.0,29.0,19.0
ERR4034271,other,2014,26.0,34.0,19.0
ERR4034048,other,2014,26.0,34.0,18.0
ERR4034060,other,2014,22.0,34.0,20.0
ERR4034062,other,2014,26.0,7.0,20.0
ERR4034063,other,2014,26.0,37.0,18.0
ERR4034077,other,2014,25.0,36.0,24.0
ERR4034080,other,2014,27.0,27.0,6.0
ERR4034414,other,2014,24.0,30.0,16.0
ERR4034312,other,2014,26.0,34.0,24.0
ERR4034446,other,2014,23.0,30.0,13.0
ERR4034313,other,2014,26.0,30.0,19.0
ERR4034471,other,2014,29.0,34.0,22.0
ERR4034475,other,2014,27.0,32.0,18.0
ERR4034317,other,2014,30.0,34.0,20.0
ERR4034503,other,2014,27.0,36.0,20.0
ERR4034507,other,2014,27.0,30.0,18.0
ERR4034531,other,2014,28.0,32.0,20.0
ERR4034539,other,2014,27.0,33.0,19.0
ERR4034568,other,2014,27.0,32.0,20.0
ERR4034572,other,2014,28.0,21.0,6.0
ERR4034600,other,2014,26.0,31.0,21.0
ERR4034604,other,2014,35.0,39.0,22.0
ERR4034632,other,2014,28.0,31.0,20.0
ERR4034635,other,2014,26.0,37.0,24.0
ERR4034636,other,2014,25.0,30.0,19.0
ERR4034664,other,2014,27.0,36.0,24.0
ERR4034665,other,2014,27.0,33.0,19.0
ERR4034669,other,2014,28.0,32.0,19.0
ERR4034344,other,2014,27.0,36.0,23.0
ERR4034345,other,2014,30.0,37.0,20.0
ERR4034350,other,2014,32.0,36.0,21.0
ERR4034382,other,2014,22.0,30.0,14.0
ERR4034782,other,2014,22.0,34.0,22.0
ERR4034810,other,2014,28.0,39.0,22.0
ERR4034811,other,2014,11.0,25.0,20.0
ERR4034842,other,2014,30.0,6.0,24.0
ERR4034843,other,2014,28.0,36.0,20.0
ERR4034871,other,2014,28.0,39.0,24.0
ERR4034876,other,2014,6.0,28.0,6.0
ERR4034684,other,2014,26.0,32.0,21.0
ERR4034903,other,2014,32.0,6.0,6.0
ERR4034908,other,2014,29.0,38.0,21.0
ERR4034931,other,2014,31.0,40.0,23.0
ERR4034940,other,2014,29.0,6.0,21.0
ERR4034975,other,2014,29.0,36.0,22.0
ERR4034685,other,2014,29.0,32.0,20.0
ERR4035007,other,2014,30.0,38.0,23.0
ERR4034716,other,2014,28.0,38.0,23.0
ERR4034717,other,2014,30.0,36.0,20.0
ERR4035035,other,2014,29.0,36.0,22.0
ERR4034721,other,2014,27.0,33.0,19.0
ERR4034748,other,2014,29.0,38.0,24.0
ERR4034749,other,2014,29.0,35.0,20.0
ERR4034689,other,2014,26.0,31.0,19.0
ERR4034753,other,2014,29.0,33.0,20.0
ERR4035078,other,2014,27.0,34.0,24.0
ERR4035187,other,2014,28.0,32.0,24.0
ERR4035194,other,2014,27.0,6.0,22.0
ERR4035227,other,2014,29.0,36.0,21.0
ERR4035259,other,2014,28.0,36.0,22.0
ERR4035287,other,2014,26.0,29.0,23.0
ERR4035100,other,2014,25.0,30.0,24.0
ERR4035133,other,2014,26.0,33.0,22.0
ERR4035074,other,2014,26.0,29.0,20.0
ERR4035158,other,2014,30.0,6.0,27.0
ERR4035165,other,2014,24.0,32.0,20.0
ERR4035446,other,2014,26.0,30.0,20.0
ERR4035455,other,2014,30.0,36.0,18.0
ERR4035547,other,2014,11.0,6.0,23.0
ERR4035548,other,2014,26.0,30.0,18.0
ERR4035551,other,2014,26.0,31.0,23.0
ERR4035552,other,2014,26.0,29.0,18.0
ERR4035555,other,2014,28.0,36.0,24.0
ERR4035577,other,2014,9.0,6.0,7.0
ERR4035580,other,2014,25.0,11.0,20.0
ERR4035581,other,2014,24.0,32.0,17.0
ERR4035584,other,2014,17.0,21.0,24.0
ERR4035585,other,2014,26.0,31.0,18.0
ERR4035608,other,2014,28.0,36.0,21.0
ERR4035609,other,2014,26.0,36.0,22.0
ERR4035612,other,2014,29.0,37.0,24.0
ERR4035613,other,2014,24.0,28.0,21.0
ERR4035462,131-C,2014,18.0,6.0,24.0
ERR4035617,other,2014,25.0,35.0,21.0
ERR4035632,other,2014,26.0,6.0,23.0
ERR4035636,other,2014,27.0,30.0,23.0
ERR4035640,other,2014,28.0,34.0,23.0
ERR4035641,other,2014,22.0,31.0,20.0
ERR4035645,other,2014,27.0,34.0,18.0
ERR4035649,other,2014,24.0,29.0,18.0
ERR4035466,other,2014,26.0,31.0,22.0
ERR4035665,other,2014,28.0,38.0,25.0
ERR4035669,other,2014,29.0,33.0,22.0
ERR4035670,other,2014,23.0,28.0,17.0
ERR4035673,other,2014,28.0,33.0,23.0
ERR4035674,other,2014,26.0,25.0,19.0
ERR4035470,other,2014,27.0,33.0,21.0
ERR4035697,other,2014,30.0,33.0,23.0
ERR4035701,131-C,2014,23.0,6.0,7.0
ERR4035702,other,2014,25.0,30.0,19.0
ERR4035706,other,2014,27.0,29.0,17.0
ERR4035721,131-C,2014,16.0,6.0,8.0
ERR4035725,other,2014,33.0,43.0,25.0
ERR4035734,other,2014,29.0,36.0,21.0
ERR4035750,other,2014,31.0,39.0,28.0
ERR4035754,other,2014,31.0,24.0,24.0
ERR4035771,other,2014,26.0,40.0,21.0
ERR4035781,other,2014,27.0,32.0,24.0
ERR4035479,other,2014,24.0,36.0,17.0
ERR4035802,other,2014,20.0,21.0,19.0
ERR4035806,other,2014,25.0,32.0,6.0
ERR4035813,other,2014,30.0,35.0,24.0
ERR4035817,other,2014,25.0,34.0,24.0
ERR4035821,other,2014,28.0,32.0,23.0
ERR4035483,other,2014,25.0,26.0,18.0
ERR4035825,other,2014,28.0,35.0,23.0
ERR4035487,other,2014,24.0,28.0,19.0
ERR4035490,other,2014,29.0,40.0,23.0
ERR4035494,other,2014,30.0,27.0,24.0
ERR4035450,other,2014,20.0,21.0,19.0
ERR4035511,other,2014,28.0,31.0,19.0
ERR4035514,other,2014,30.0,38.0,25.0
ERR4035515,other,2014,27.0,26.0,20.0
ERR4035518,other,2014,27.0,35.0,21.0
ERR4035519,other,2014,23.0,30.0,18.0
ERR4035522,other,2014,28.0,6.0,21.0
ERR4035544,other,2014,28.0,41.0,21.0
ERR4035830,other,2014,28.0,32.0,22.0
ERR4035931,other,2014,29.0,34.0,23.0
ERR4035960,other,2014,27.0,33.0,21.0
ERR4035964,other,2014,28.0,34.0,20.0
ERR4035992,other,2014,29.0,6.0,9.0
ERR4035996,other,2014,25.0,27.0,23.0
ERR4036024,other,2014,29.0,40.0,24.0
ERR4036028,other,2014,27.0,35.0,20.0
ERR4036046,other,2014,27.0,34.0,21.0
ERR4036050,other,2014,25.0,35.0,20.0
ERR4036057,other,2014,27.0,34.0,24.0
ERR4036058,other,2014,28.0,37.0,24.0
ERR4036123,other,2014,27.0,34.0,21.0
ERR4036156,other,2014,27.0,33.0,23.0
ERR4035863,other,2014,26.0,24.0,9.0
ERR4036184,other,2014,30.0,36.0,22.0
ERR4036188,other,2014,27.0,35.0,24.0
ERR4035867,other,2014,28.0,35.0,20.0
ERR4035834,other,2014,29.0,36.0,23.0
ERR4035895,other,2014,27.0,33.0,20.0
ERR4035899,other,2014,29.0,33.0,20.0
ERR4035927,other,2014,28.0,34.0,21.0
ERR4036351,other,2014,28.0,30.0,19.0
ERR4036383,other,2014,21.0,30.0,20.0
ERR4036423,other,2014,28.0,38.0,23.0
ERR4036427,other,2014,26.0,35.0,21.0
ERR4036431,other,2014,27.0,30.0,21.0
ERR4036628,other,2014,27.0,35.0,24.0
ERR4036636,other,2014,27.0,35.0,24.0
ERR4036643,other,2014,34.0,42.0,24.0
ERR4036914,other,2014,28.0,32.0,18.0
ERR4036941,other,2014,29.0,35.0,22.0
ERR4036945,other,2014,25.0,35.0,23.0
ERR4036968,other,2014,31.0,38.0,20.0
ERR4036973,other,2014,28.0,34.0,21.0
ERR4036977,other,2014,28.0,26.0,21.0
ERR4037002,other,2014,27.0,35.0,21.0
ERR4037005,other,2014,29.0,31.0,19.0
ERR4037009,other,2014,30.0,40.0,21.0
ERR4037042,131-C,2014,30.0,6.0,7.0
ERR4037154,other,2014,26.0,9.0,20.0
ERR4037155,other,2014,27.0,30.0,21.0
ERR4037185,other,2014,26.0,32.0,20.0
ERR4037189,other,2014,6.0,6.0,7.0
ERR4037198,other,2014,28.0,34.0,22.0
ERR4037217,other,2014,26.0,36.0,20.0
ERR4037220,other,2014,30.0,40.0,24.0
ERR4037221,other,2014,29.0,35.0,22.0
ERR4037227,131-C,2014,25.0,6.0,21.0
ERR4037244,other,2014,27.0,34.0,20.0
ERR4037247,other,2014,27.0,40.0,19.0
ERR4037251,131-C,2014,26.0,6.0,6.0
ERR4037253,other,2014,29.0,35.0,23.0
