,Ceftazidim,Ciprofloxacin,Gentamicin
6622,32.0,36.0,28.0
6623,32.0,39.0,30.0
6624,32.0,40.0,28.0
6625,31.0,6.0,11.0
6626,34.0,39.0,29.0
6627,34.0,39.0,29.0
6628,33.0,40.0,28.0
6629,31.0,38.0,28.0
6630,32.0,35.0,30.0
6631,33.0,39.0,27.0
6632,31.0,37.0,27.0
6633,31.0,39.0,28.0
6634,30.0,37.0,28.0
6635,32.0,38.0,29.0
6636,32.0,38.0,28.0
6637,30.0,37.0,30.0
6638,32.0,38.0,28.0
6639,33.0,36.0,30.0
6640,32.0,38.0,30.0
6641,32.0,35.0,29.0
6642,32.0,38.0,29.0
6643,31.0,36.0,28.0
6644,30.0,35.0,27.0
6645,27.0,35.0,28.0
6646,31.0,39.0,29.0
6647,30.0,34.0,26.0
6648,32.0,36.0,26.0
6649,32.0,37.0,27.0
6650,30.0,35.0,29.0
6651,30.0,37.0,27.0
6652,33.0,39.0,28.0
6653,32.0,37.0,28.0
6654,35.0,39.0,26.0
6655,30.0,36.0,27.0
6656,33.0,37.0,27.0
6657,28.0,36.0,29.0
6658,33.0,40.0,28.0
6659,30.0,37.0,26.0
6660,30.0,37.0,28.0
6661,32.0,39.0,28.0
6662,36.0,40.0,28.0
6663,32.0,37.0,28.0
6664,34.0,40.0,28.0
6665,38.0,40.0,28.0
6666,36.0,38.0,30.0
6667,38.0,40.0,30.0
6668,34.0,40.0,30.0
6669,32.0,6.0,30.0
6670,34.0,40.0,30.0
6671,36.0,41.0,30.0
6672,36.0,40.0,30.0
6673,30.0,36.0,26.0
6674,34.0,40.0,28.0
6675,34.0,40.0,28.0
6676,32.0,38.0,28.0
6677,32.0,40.0,28.0
6678,34.0,40.0,28.0
6679,36.0,40.0,30.0
6680,34.0,38.0,30.0
6681,34.0,40.0,31.0
6682,36.0,40.0,31.0
6683,26.0,6.0,12.0
6684,34.0,40.0,30.0
6685,32.0,40.0,30.0
6686,32.0,40.0,30.0
6687,34.0,40.0,30.0
6688,32.0,36.0,30.0
6689,36.0,6.0,30.0
6690,36.0,40.0,28.0
6691,34.0,40.0,30.0
6692,34.0,36.0,30.0
6693,32.0,38.0,28.0
6694,34.0,38.0,28.0
6695,36.0,40.0,30.0
6696,30.0,38.0,30.0
6697,34.0,40.0,30.0
6698,34.0,40.0,30.0
6699,36.0,40.0,28.0
6700,32.0,38.0,28.0
6701,28.0,34.0,23.0
6702,20.0,34.0,25.0
6703,32.0,40.0,30.0
6704,32.0,6.0,30.0
6705,34.0,38.0,30.0
6706,32.0,38.0,28.0
6707,28.0,6.0,30.0
6708,31.0,38.0,30.0
6709,32.0,40.0,30.0
6710,32.0,6.0,15.0
6711,35.0,40.0,29.0
6712,36.0,40.0,29.0
6713,38.0,41.0,30.0
6714,35.0,38.0,30.0
6715,37.0,40.0,30.0
6716,35.0,40.0,30.0
6717,35.0,40.0,28.0
6718,35.0,40.0,29.0
6719,40.0,40.0,28.0
6720,40.0,40.0,30.0
6721,36.0,38.0,29.0
6722,37.0,6.0,28.0
6723,33.0,37.0,27.0
6724,39.0,40.0,27.0
6725,38.0,43.0,27.0
6726,34.0,36.0,28.0
6727,37.0,40.0,28.0
6728,33.0,42.0,30.0
6729,31.0,40.0,28.0
6730,31.0,40.0,28.0
6731,30.0,40.0,29.0
6732,33.0,35.0,27.0
6733,36.0,40.0,28.0
6734,36.0,40.0,14.0
6735,30.0,38.0,28.0
6736,34.0,40.0,28.0
6737,36.0,40.0,26.0
6738,34.0,40.0,26.0
6739,29.0,6.0,30.0
6740,33.0,44.0,29.0
6741,33.0,42.0,30.0
6742,32.0,40.0,27.0
6743,30.0,36.0,25.0
6744,30.0,36.0,26.0
6745,35.0,40.0,30.0
6746,33.0,40.0,28.0
6747,30.0,36.0,16.0
6748,34.0,38.0,28.0
6749,31.0,38.0,26.0
6750,32.0,40.0,29.0
6751,33.0,40.0,28.0
6752,38.0,40.0,27.0
6753,33.0,37.0,27.0
6754,30.0,36.0,27.0
6755,34.0,40.0,28.0
6756,30.0,39.0,28.0
6757,30.0,39.0,27.0
6758,32.0,36.0,30.0
6759,35.0,40.0,26.0
6760,32.0,30.0,28.0
6761,33.0,35.0,26.0
6762,33.0,32.0,25.0
6763,29.0,36.0,27.0
6764,40.0,35.0,26.0
6765,35.0,33.0,27.0
6766,37.0,35.0,27.0
6767,36.0,32.0,25.0
6768,37.0,32.0,24.0
6769,37.0,33.0,26.0
6770,33.0,37.0,27.0
6771,33.0,33.0,26.0
6772,35.0,37.0,27.0
6773,33.0,33.0,26.0
6774,32.0,33.0,26.0
6775,32.0,31.0,27.0
6776,33.0,40.0,25.0
6777,33.0,35.0,26.0
6778,35.0,37.0,27.0
6779,31.0,35.0,26.0
6780,33.0,35.0,27.0
6781,17.0,38.0,26.0
6782,32.0,34.0,26.0
6783,36.0,37.0,28.0
6784,30.0,35.0,27.0
6785,30.0,34.0,24.0
6786,36.0,36.0,26.0
6787,32.0,36.0,26.0
6788,31.0,36.0,27.0
6789,34.0,36.0,25.0
6790,34.0,37.0,21.0
6791,34.0,38.0,25.0
6792,30.0,36.0,26.0
6793,26.0,35.0,24.0
6794,32.0,37.0,26.0
6795,33.0,37.0,25.0
6796,34.0,33.0,25.0
6797,33.0,35.0,24.0
6798,27.0,34.0,25.0
6799,30.0,36.0,27.0
6800,33.0,36.0,26.0
6801,34.0,37.0,26.0
6802,34.0,40.0,27.0
6803,32.0,35.0,27.0
6804,34.0,42.0,26.0
6805,31.0,37.0,27.0
6806,34.0,36.0,27.0
6807,34.0,38.0,27.0
6808,35.0,33.0,26.0
6809,35.0,36.0,28.0
6810,25.0,37.0,26.0
6811,32.0,36.0,26.0
6812,32.0,35.0,26.0
6813,29.0,42.0,26.0
6814,30.0,37.0,26.0
6815,31.0,38.0,28.0
6816,31.0,38.0,28.0
6817,28.0,31.0,26.0
6818,31.0,39.0,26.0
6819,30.0,35.0,26.0
6820,30.0,36.0,27.0
6821,31.0,38.0,27.0
6822,30.0,31.0,26.0
6823,30.0,38.0,27.0
6824,30.0,35.0,26.0
6825,32.0,39.0,25.0
6826,31.0,38.0,29.0
6827,32.0,32.0,28.0
6828,32.0,37.0,28.0
6829,32.0,37.0,26.0
6830,33.0,37.0,27.0
6831,33.0,38.0,27.0
6832,33.0,39.0,27.0
6833,32.0,37.0,26.0
6834,33.0,37.0,27.0
6835,33.0,39.0,27.0
6836,31.0,37.0,26.0
6837,29.0,38.0,25.0
6838,32.0,29.0,21.0
6839,33.0,36.0,28.0
6840,37.0,39.0,28.0
6841,30.0,35.0,27.0
6842,32.0,37.0,26.0
6843,32.0,36.0,26.0
6844,32.0,36.0,27.0
6845,31.0,37.0,26.0
6846,33.0,39.0,28.0
6847,27.0,34.0,26.0
6848,32.0,38.0,27.0
6849,30.0,38.0,27.0
6850,33.0,36.0,27.0
6851,31.0,35.0,27.0
6852,32.0,37.0,28.0
6853,36.0,40.0,27.0
6854,30.0,25.0,26.0
6855,31.0,37.0,26.0
6856,33.0,37.0,26.0
6857,28.0,38.0,26.0
6858,30.0,35.0,29.0
6859,30.0,34.0,27.0
6860,31.0,37.0,27.0
6861,31.0,36.0,26.0
6862,31.0,37.0,28.0
6863,34.0,39.0,29.0
6864,26.0,6.0,26.0
6865,33.0,10.0,27.0
6866,34.0,35.0,26.0
6867,35.0,32.0,27.0
6868,34.0,40.0,29.0
6869,35.0,35.0,28.0
6870,38.0,37.0,27.0
6871,35.0,39.0,29.0
6872,34.0,42.0,29.0
6873,36.0,33.0,39.0
6874,35.0,38.0,28.0
6875,36.0,35.0,28.0
6876,38.0,34.0,29.0
6877,37.0,34.0,27.0
6878,39.0,38.0,28.0
6879,38.0,40.0,28.0
6880,40.0,10.0,10.0
6881,37.0,36.0,29.0
6882,35.0,39.0,29.0
6883,38.0,36.0,27.0
6884,37.0,37.0,26.0
6885,37.0,36.0,28.0
6886,37.0,37.0,27.0
6887,38.0,36.0,30.0
6888,38.0,39.0,28.0
6889,38.0,38.0,30.0
6890,40.0,40.0,34.0
6891,38.0,38.0,40.0
6892,37.0,38.0,31.0
6893,36.0,35.0,28.0
6894,38.0,35.0,29.0
6895,39.0,36.0,27.0
6896,36.0,36.0,28.0
6897,36.0,37.0,29.0
6898,40.0,35.0,29.0
6899,38.0,37.0,31.0
6900,37.0,31.0,31.0
6901,40.0,40.0,28.0
6902,38.0,34.0,26.0
6903,37.0,38.0,27.0
6904,37.0,37.0,12.0
6905,37.0,35.0,28.0
6906,37.0,35.0,28.0
6907,39.0,36.0,29.0
6908,37.0,36.0,28.0
6909,37.0,39.0,28.0
6910,39.0,37.0,27.0
6911,37.0,36.0,30.0
6912,37.0,28.0,29.0
6913,38.0,38.0,31.0
6914,38.0,36.0,36.0
6915,38.0,37.0,27.0
6916,38.0,35.0,28.0
6917,37.0,36.0,33.0
6918,38.0,39.0,29.0
6919,39.0,35.0,28.0
6920,39.0,39.0,28.0
6921,37.0,32.0,28.0
6922,38.0,36.0,29.0
6923,38.0,35.0,29.0
6924,39.0,39.0,28.0
6925,38.0,39.0,29.0
6926,38.0,38.0,28.0
6927,38.0,38.0,27.0
6928,32.0,36.0,25.0
6929,36.0,6.0,9.0
6930,32.0,35.0,30.0
6931,36.0,40.0,27.0
6932,36.0,38.0,27.0
6933,34.0,37.0,29.0
6934,35.0,40.0,28.0
6935,31.0,40.0,27.0
6936,37.0,33.0,30.0
6937,34.0,33.0,29.0
6938,37.0,38.0,29.0
6939,34.0,38.0,26.0
6940,36.0,40.0,28.0
6941,33.0,37.0,27.0
6942,33.0,34.0,26.0
6943,34.0,36.0,25.0
6944,34.0,35.0,27.0
6945,35.0,36.0,26.0
6946,36.0,37.0,27.0
6947,33.0,37.0,30.0
6948,35.0,40.0,28.0
6949,36.0,38.0,27.0
6950,37.0,35.0,26.0
6951,37.0,39.0,26.0
6952,34.0,37.0,26.0
6953,36.0,37.0,26.0
6954,36.0,34.0,27.0
6955,33.0,34.0,27.0
6956,36.0,32.0,26.0
6957,36.0,40.0,27.0
6958,33.0,37.0,27.0
6959,33.0,36.0,27.0
6960,34.0,33.0,27.0
6961,35.0,37.0,27.0
6962,35.0,37.0,27.0
6963,35.0,35.0,24.0
6964,33.0,36.0,25.0
6965,39.0,38.0,28.0
6966,39.0,35.0,26.0
6967,34.0,37.0,23.0
6968,32.0,34.0,30.0
6969,33.0,37.0,29.0
6970,32.0,41.0,31.0
6971,32.0,36.0,29.0
6972,31.0,38.0,30.0
6973,30.0,36.0,28.0
6974,30.0,34.0,29.0
6975,28.0,33.0,31.0
6976,34.0,38.0,29.0
6977,30.0,38.0,14.0
6978,32.0,40.0,31.0
6979,28.0,38.0,29.0
6980,31.0,38.0,30.0
6981,29.0,36.0,29.0
6982,32.0,36.0,27.0
6983,32.0,36.0,28.0
6984,33.0,37.0,29.0
6985,29.0,37.0,30.0
6986,30.0,35.0,31.0
6987,33.0,37.0,30.0
6988,30.0,37.0,30.0
6989,31.0,35.0,29.0
6990,30.0,35.0,29.0
6991,30.0,28.0,29.0
6992,31.0,35.0,26.0
6993,33.0,38.0,28.0
6994,32.0,38.0,28.0
6995,31.0,37.0,28.0
6996,31.0,34.0,28.0
6997,33.0,37.0,28.0
6998,31.0,36.0,30.0
6999,32.0,38.0,28.0
7000,28.0,38.0,29.0
7001,31.0,34.0,27.0
7002,34.0,37.0,29.0
7003,14.0,30.0,30.0
7004,31.0,34.0,30.0
7005,34.0,28.0,29.0
7006,34.0,29.0,26.0
7007,31.0,35.0,29.0
7008,30.0,38.0,28.0
7009,31.0,36.0,29.0
7010,30.0,36.0,31.0
7011,32.0,38.0,29.0
7012,32.0,28.0,28.0
7013,34.0,37.0,30.0
7014,32.0,9.0,12.0
7015,31.0,33.0,28.0
7016,33.0,40.0,30.0
7017,32.0,38.0,29.0
7018,30.0,37.0,29.0
7019,32.0,34.0,28.0
7020,30.0,37.0,29.0
7021,28.0,34.0,26.0
7022,34.0,40.0,29.0
7023,31.0,36.0,28.0
7024,30.0,34.0,27.0
7025,30.0,38.0,30.0
7026,28.0,36.0,28.0
7027,29.0,34.0,27.0
7028,33.0,35.0,33.0
7029,31.0,36.0,29.0
7030,32.0,36.0,29.0
7031,33.0,37.0,29.0
7032,31.0,38.0,29.0
7033,30.0,39.0,30.0
7034,31.0,25.0,14.0
7035,33.0,40.0,31.0
7036,33.0,36.0,30.0
7037,33.0,39.0,29.0
7038,32.0,38.0,28.0
7039,36.0,39.0,27.0
7040,31.0,36.0,29.0
7041,31.0,37.0,30.0
7042,32.0,38.0,31.0
7043,34.0,36.0,29.0
7044,26.0,34.0,30.0
7045,33.0,37.0,30.0
7046,33.0,38.0,29.0
7047,28.0,37.0,28.0
7048,32.0,36.0,29.0
7049,32.0,38.0,30.0
7050,33.0,32.0,32.0
7051,31.0,30.0,30.0
7052,30.0,38.0,30.0
7053,33.0,37.0,30.0
7054,31.0,39.0,29.0
7055,35.0,40.0,30.0
7056,32.0,40.0,30.0
7057,31.0,39.0,29.0
7058,32.0,39.0,30.0
7059,34.0,38.0,31.0
7060,29.0,37.0,31.0
7061,31.0,36.0,27.0
7062,32.0,39.0,28.0
7063,30.0,41.0,30.0
7064,31.0,36.0,30.0
7065,27.0,33.0,31.0
7066,34.0,38.0,31.0
7067,34.0,40.0,30.0
7068,34.0,38.0,30.0
7069,32.0,36.0,30.0
7070,33.0,36.0,29.0
7071,32.0,39.0,30.0
7072,30.0,6.0,29.0
7073,32.0,38.0,30.0
7074,33.0,39.0,30.0
7075,28.0,38.0,28.0
7076,31.0,35.0,30.0
7077,33.0,37.0,31.0
7078,29.0,38.0,29.0
7079,31.0,37.0,30.0
7080,36.0,44.0,28.0
7081,32.0,35.0,28.0
7082,32.0,37.0,30.0
7083,32.0,38.0,29.0
7084,32.0,37.0,31.0
7085,31.0,37.0,30.0
7086,32.0,36.0,30.0
7087,32.0,39.0,32.0
7088,32.0,36.0,32.0
7089,28.0,34.0,28.0
7090,32.0,35.0,30.0
7091,32.0,36.0,30.0
7092,34.0,37.0,31.0
7093,30.0,6.0,30.0
7094,30.0,39.0,30.0
7095,27.0,35.0,27.0
7096,28.0,38.0,27.0
7097,33.0,36.0,29.0
7098,31.0,37.0,28.0
7099,31.0,39.0,29.0
7100,32.0,36.0,28.0
7101,35.0,43.0,29.0
7102,36.0,36.0,31.0
7103,34.0,36.0,30.0
7104,33.0,26.0,28.0
7105,35.0,43.0,26.0
7106,32.0,36.0,31.0
7107,30.0,36.0,31.0
7108,30.0,35.0,29.0
7109,29.0,35.0,29.0
7110,30.0,34.0,28.0
7111,30.0,36.0,28.0
7112,29.0,35.0,28.0
7113,29.0,36.0,28.0
7114,32.0,37.0,30.0
7115,28.0,38.0,28.0
7116,29.0,33.0,29.0
7117,30.0,34.0,29.0
7118,32.0,35.0,28.0
7119,30.0,36.0,29.0
7120,31.0,35.0,29.0
7121,35.0,40.0,33.0
7122,30.0,33.0,28.0
7123,30.0,35.0,30.0
7124,33.0,37.0,30.0
7125,30.0,35.0,28.0
7126,33.0,35.0,29.0
7127,32.0,35.0,29.0
7128,30.0,35.0,30.0
7129,31.0,35.0,30.0
7130,31.0,37.0,29.0
7131,29.0,6.0,23.0
7132,31.0,34.0,29.0
7133,30.0,37.0,30.0
7134,31.0,36.0,30.0
7135,30.0,35.0,29.0
7136,34.0,38.0,30.0
7137,31.0,38.0,30.0
7138,32.0,36.0,28.0
7139,30.0,37.0,30.0
7140,33.0,40.0,31.0
7141,30.0,35.0,29.0
7142,29.0,33.0,29.0
7143,29.0,34.0,29.0
7144,33.0,37.0,26.0
7145,30.0,36.0,28.0
7146,31.0,35.0,28.0
7147,31.0,36.0,29.0
7148,32.0,37.0,28.0
7149,32.0,38.0,30.0
7150,30.0,37.0,27.0
7151,31.0,37.0,27.0
7152,32.0,30.0,27.0
7153,31.0,38.0,26.0
7154,32.0,37.0,28.0
7155,31.0,41.0,29.0
7156,33.0,42.0,27.0
7157,34.0,40.0,27.0
7158,34.0,6.0,28.0
7159,27.0,31.0,27.0
7160,29.0,36.0,28.0
7161,28.0,37.0,27.0
7162,29.0,37.0,25.0
7163,30.0,6.0,27.0
7164,27.0,31.0,28.0
7165,29.0,6.0,27.0
7166,28.0,35.0,26.0
7167,31.0,38.0,27.0
7168,29.0,36.0,27.0
7169,27.0,32.0,27.0
7170,29.0,36.0,27.0
7171,29.0,35.0,27.0
7172,30.0,37.0,27.0
7173,31.0,37.0,27.0
7174,29.0,34.0,25.0
7175,28.0,33.0,25.0
7176,33.0,38.0,27.0
7177,27.0,36.0,27.0
7178,30.0,35.0,27.0
7179,29.0,35.0,25.0
7180,29.0,37.0,28.0
7181,27.0,36.0,25.0
7182,27.0,31.0,23.0
7183,31.0,33.0,25.0
7184,30.0,37.0,27.0
7185,30.0,32.0,27.0
7186,27.0,31.0,26.0
7187,30.0,34.0,26.0
7188,30.0,35.0,25.0
7189,28.0,27.0,25.0
7190,30.0,37.0,24.0
7191,29.0,34.0,27.0
7192,33.0,39.0,27.0
7193,28.0,36.0,26.0
7194,30.0,36.0,25.0
7195,32.0,43.0,28.0
7196,32.0,35.0,26.0
7197,30.0,36.0,25.0
7198,28.0,35.0,26.0
7199,31.0,40.0,30.0
7200,30.0,36.0,26.0
7201,40.0,40.0,28.0
7202,30.0,37.0,29.0
7203,31.0,37.0,30.0
7204,32.0,39.0,28.0
7205,31.0,39.0,28.0
7206,30.0,34.0,27.0
7207,31.0,38.0,26.0
7208,29.0,36.0,25.0
7209,33.0,40.0,25.0
7210,32.0,38.0,27.0
7211,30.0,37.0,27.0
7212,31.0,37.0,27.0
7213,29.0,36.0,34.0
7214,32.0,40.0,27.0
7215,34.0,39.0,28.0
7216,30.0,38.0,28.0
7217,32.0,41.0,27.0
7218,29.0,35.0,27.0
7219,31.0,40.0,29.0
7220,33.0,40.0,27.0
7221,33.0,39.0,25.0
7222,33.0,38.0,27.0
7223,29.0,37.0,27.0
7224,29.0,37.0,27.0
7225,31.0,36.0,26.0
7226,32.0,40.0,27.0
7227,32.0,29.0,11.0
7228,27.0,6.0,27.0
7229,33.0,38.0,29.0
7230,31.0,36.0,29.0
7231,35.0,42.0,28.0
7232,32.0,40.0,29.0
7233,34.0,40.0,29.0
7234,35.0,39.0,29.0
7235,32.0,38.0,28.0
7236,35.0,40.0,29.0
7237,36.0,39.0,30.0
7238,36.0,39.0,29.0
7239,38.0,40.0,29.0
7240,32.0,38.0,29.0
7241,33.0,37.0,28.0
7242,36.0,41.0,28.0
7243,36.0,41.0,28.0
7244,35.0,40.0,26.0
7245,35.0,40.0,26.0
7246,35.0,41.0,28.0
7247,36.0,41.0,30.0
7248,35.0,40.0,28.0
7249,35.0,40.0,28.0
7250,37.0,38.0,28.0
7251,37.0,38.0,28.0
7252,31.0,40.0,26.0
7253,31.0,40.0,26.0
7254,33.0,39.0,28.0
7255,34.0,40.0,28.0
7256,34.0,41.0,28.0
7257,32.0,40.0,30.0
7258,34.0,40.0,28.0
7259,32.0,40.0,28.0
7260,29.0,40.0,28.0
7261,31.0,39.0,29.0
7262,33.0,42.0,28.0
7263,34.0,39.0,30.0
7264,34.0,39.0,28.0
7265,34.0,40.0,29.0
7266,34.0,43.0,29.0
7267,30.0,39.0,30.0
7268,30.0,39.0,27.0
7269,33.0,40.0,28.0
7270,33.0,40.0,29.0
7271,34.0,40.0,30.0
7272,34.0,42.0,31.0
7273,35.0,42.0,29.0
7274,32.0,41.0,28.0
7275,33.0,41.0,29.0
7276,35.0,44.0,33.0
7277,32.0,41.0,30.0
7278,32.0,41.0,30.0
7279,32.0,39.0,28.0
7280,32.0,39.0,28.0
7281,36.0,40.0,27.0
7282,36.0,40.0,27.0
7283,34.0,40.0,29.0
7284,33.0,37.0,27.0
7285,32.0,38.0,28.0
7286,32.0,38.0,28.0
7287,30.0,39.0,28.0
7288,29.0,28.0,30.0
7289,28.0,34.0,28.0
7290,33.0,38.0,27.0
7291,34.0,42.0,29.0
7292,30.0,41.0,28.0
7293,33.0,37.0,28.0
7294,33.0,38.0,28.0
7295,32.0,39.0,27.0
7296,30.0,38.0,29.0
7297,30.0,37.0,27.0
7298,32.0,42.0,26.0
7299,31.0,39.0,28.0
7300,33.0,39.0,29.0
7301,32.0,37.0,29.0
7302,32.0,41.0,28.0
7303,35.0,41.0,28.0
7304,32.0,40.0,28.0
7305,33.0,33.0,28.0
7306,35.0,41.0,28.0
7307,30.0,38.0,26.0
7308,28.0,36.0,27.0
7309,27.0,36.0,26.0
7310,33.0,40.0,28.0
7311,32.0,41.0,28.0
7312,43.0,45.0,31.0
7313,29.0,36.0,28.0
7314,28.0,36.0,28.0
7315,30.0,38.0,28.0
7316,32.0,38.0,30.0
7317,28.0,29.0,24.0
7318,33.0,37.0,28.0
7319,34.0,40.0,30.0
7320,30.0,36.0,27.0
7321,30.0,36.0,27.0
7322,32.0,38.0,28.0
7323,31.0,38.0,28.0
7324,28.0,8.0,6.0
7325,30.0,38.0,28.0
7326,33.0,38.0,27.0
7327,31.0,38.0,28.0
7328,31.0,38.0,28.0
7329,32.0,38.0,28.0
7330,32.0,38.0,28.0
7331,32.0,38.0,30.0
7332,32.0,38.0,30.0
7333,30.0,38.0,28.0
7334,31.0,38.0,28.0
7335,32.0,38.0,28.0
7336,30.0,36.0,27.0
7337,32.0,36.0,28.0
7338,32.0,38.0,27.0
7339,32.0,36.0,28.0
7340,34.0,38.0,26.0
7341,31.0,38.0,26.0
7342,32.0,38.0,27.0
7343,32.0,38.0,27.0
7344,32.0,38.0,28.0
7345,33.0,38.0,27.0
7346,33.0,40.0,38.0
7347,32.0,38.0,27.0
7348,32.0,38.0,27.0
7349,31.0,39.0,28.0
7350,33.0,39.0,28.0
7351,32.0,37.0,26.0
7352,34.0,40.0,28.0
7353,34.0,39.0,26.0
7354,32.0,25.0,22.0
7355,32.0,25.0,22.0
7356,28.0,37.0,27.0
7357,28.0,37.0,27.0
7358,34.0,44.0,38.0
7359,32.0,36.0,26.0
7360,33.0,30.0,28.0
7361,35.0,32.0,28.0
7362,32.0,40.0,26.0
7363,28.0,36.0,29.0
7364,33.0,42.0,29.0
7365,33.0,39.0,28.0
7366,33.0,39.0,28.0
7367,32.0,36.0,26.0
7368,32.0,38.0,26.0
7369,32.0,38.0,26.0
7370,32.0,37.0,27.0
7371,30.0,36.0,26.0
7372,30.0,37.0,28.0
7373,31.0,36.0,28.0
7374,30.0,36.0,26.0
7375,33.0,38.0,27.0
7376,30.0,38.0,28.0
7377,32.0,38.0,28.0
7378,28.0,37.0,28.0
7379,32.0,37.0,27.0
7380,32.0,37.0,27.0
7381,30.0,37.0,27.0
7382,30.0,37.0,27.0
7383,32.0,38.0,27.0
7384,33.0,40.0,27.0
7385,30.0,35.0,28.0
7386,28.0,37.0,24.0
7387,32.0,38.0,26.0
7388,33.0,36.0,26.0
7389,28.0,36.0,28.0
7390,28.0,38.0,30.0
7391,30.0,37.0,26.0
7392,28.0,37.0,26.0
7393,30.0,36.0,27.0
7394,32.0,38.0,27.0
7395,32.0,39.0,26.0
7396,31.0,38.0,27.0
7397,30.0,36.0,27.0
7398,30.0,36.0,26.0
7399,32.0,38.0,26.0
7400,30.0,38.0,26.0
7401,34.0,38.0,26.0
7402,32.0,38.0,28.0
7403,31.0,37.0,26.0
7404,31.0,37.0,26.0
7405,32.0,39.0,27.0
7406,32.0,39.0,27.0
7407,32.0,38.0,26.0
7408,32.0,37.0,27.0
7409,31.0,37.0,28.0
7410,30.0,36.0,27.0
7411,28.0,37.0,26.0
7412,32.0,40.0,18.0
7413,38.0,40.0,31.0
7414,37.0,36.0,30.0
7415,42.0,42.0,29.0
7416,37.0,39.0,30.0
7417,35.0,37.0,30.0
7418,36.0,42.0,29.0
7419,37.0,38.0,28.0
7420,34.0,29.0,29.0
7421,37.0,41.0,30.0
7422,37.0,40.0,29.0
7423,37.0,40.0,30.0
7424,38.0,40.0,28.0
7425,36.0,39.0,27.0
7426,35.0,39.0,29.0
7427,36.0,39.0,29.0
7428,35.0,41.0,31.0
7429,36.0,39.0,30.0
7430,35.0,41.0,31.0
7431,36.0,39.0,30.0
7432,36.0,40.0,31.0
7433,35.0,39.0,30.0
7434,38.0,40.0,31.0
7435,38.0,39.0,30.0
7436,33.0,38.0,28.0
7437,34.0,38.0,28.0
7438,34.0,40.0,30.0
7439,36.0,38.0,30.0
7440,38.0,40.0,32.0
7441,34.0,40.0,30.0
7442,40.0,41.0,28.0
7443,38.0,40.0,30.0
7444,36.0,38.0,30.0
7445,36.0,38.0,30.0
7446,36.0,38.0,28.0
7447,36.0,38.0,28.0
7448,36.0,40.0,30.0
7449,34.0,40.0,30.0
7450,36.0,40.0,28.0
7451,40.0,38.0,30.0
7452,36.0,40.0,30.0
7453,36.0,40.0,28.0
7454,38.0,40.0,28.0
7455,34.0,38.0,30.0
7456,34.0,38.0,30.0
7457,36.0,40.0,30.0
7458,36.0,38.0,30.0
7459,36.0,36.0,28.0
7460,34.0,38.0,28.0
7461,38.0,38.0,34.0
7462,36.0,36.0,28.0
7463,32.0,10.0,28.0
7464,34.0,39.0,29.0
7465,34.0,40.0,28.0
7466,33.0,38.0,29.0
7467,35.0,38.0,29.0
7468,33.0,30.0,29.0
7469,33.0,37.0,27.0
7470,34.0,37.0,28.0
7471,35.0,42.0,30.0
7472,33.0,39.0,32.0
7473,34.0,38.0,30.0
7474,32.0,36.0,28.0
7475,36.0,11.0,32.0
7476,34.0,38.0,29.0
7477,32.0,36.0,28.0
7478,34.0,38.0,29.0
7479,37.0,28.0,39.0
7480,35.0,40.0,34.0
7481,38.0,41.0,29.0
7482,35.0,37.0,29.0
7483,34.0,38.0,28.0
7484,35.0,40.0,28.0
7485,35.0,37.0,28.0
7486,36.0,39.0,28.0
7487,35.0,38.0,30.0
7488,36.0,38.0,27.0
7489,35.0,37.0,29.0
7490,34.0,38.0,28.0
7491,34.0,35.0,27.0
7492,36.0,36.0,28.0
7493,32.0,34.0,27.0
7494,34.0,40.0,26.0
7495,30.0,32.0,26.0
7496,32.0,40.0,24.0
7497,32.0,40.0,24.0
7498,32.0,36.0,28.0
7499,34.0,40.0,28.0
7500,34.0,38.0,26.0
7501,36.0,41.0,30.0
7502,34.0,34.0,25.0
7503,32.0,40.0,28.0
7504,32.0,36.0,25.0
7505,34.0,36.0,24.0
7506,34.0,34.0,24.0
7507,30.0,34.0,25.0
7508,30.0,34.0,26.0
7509,30.0,33.0,26.0
7510,34.0,33.0,26.0
7511,36.0,36.0,28.0
7512,30.0,37.0,33.0
7513,32.0,36.0,26.0
7514,32.0,34.0,26.0
7515,36.0,42.0,28.0
7516,38.0,38.0,30.0
7517,38.0,38.0,24.0
7518,38.0,35.0,28.0
7519,34.0,38.0,28.0
7520,36.0,38.0,26.0
7521,32.0,38.0,26.0
7522,34.0,38.0,26.0
7523,35.0,42.0,26.0
7524,30.0,34.0,26.0
7525,36.0,36.0,26.0
7526,34.0,38.0,26.0
7527,36.0,40.0,30.0
7528,36.0,40.0,28.0
7529,38.0,40.0,28.0
7530,34.0,36.0,26.0
7531,34.0,34.0,26.0
7532,37.0,6.0,26.0
7533,28.0,36.0,26.0
7534,36.0,38.0,24.0
7535,34.0,40.0,28.0
7536,38.0,40.0,27.0
7537,38.0,36.0,28.0
7538,32.0,39.0,30.0
7539,38.0,28.0,26.0
7540,36.0,40.0,26.0
7541,36.0,36.0,24.0
7542,36.0,42.0,26.0
7543,38.0,39.0,26.0
7544,38.0,39.0,26.0
7545,40.0,44.0,30.0
7546,38.0,6.0,6.0
7547,35.0,40.0,26.0
7548,32.0,38.0,26.0
7549,36.0,38.0,27.0
7550,32.0,38.0,25.0
7551,34.0,38.0,26.0
7552,38.0,38.0,26.0
